label,RA_deg,Dec_deg,l_deg,b_deg,X_kpc,Y_kpc,Z_kpc,v_x_kms,v_y_kms,v_z_kms,pm_ra_masyr,pm_dec_masyr,RV_kms,release_time_Myr
gala-chen25-mw2014,267.8118889081262,-11.190288284017013,15.975267997112695,7.9422556526504176,-0.24178792692324497,2.2550862313845705,1.1437699960288974,182.72264882316355,49.40609693864592,62.19810223136875,-3.8500690252347147,-4.709649531016785,115.6655166884358,-1000.0
gala-chen25-mw2014,258.515061943058,-45.410638471096114,342.8019486324986,-3.8520499011290266,-1.745134187299214,-1.9740922568793795,-0.44507309065395434,-118.28600748780438,89.34425251591946,-137.78898469802718,0.4126705300779056,-7.586392248922155,-68.78307454115307,-1000.0
gala-chen25-mw2014,270.8513871837127,-12.36097967889327,16.422405766824642,4.775801192009897,-0.4823414819280834,2.2512094053817258,0.666520563757456,175.6938762150055,58.01114100063087,133.93776111305812,-5.613856686045103,-3.698043809859537,112.98924995810322,-999.5
gala-chen25-mw2014,249.9930999919565,-38.326111348848606,344.38388987339914,5.51594327800634,-2.010261972076463,-1.7078473636782427,0.6178301089947061,-115.50876034284289,93.6796035083123,-120.87096790218051,-0.9567987863912258,-7.125948595020426,-94.47149815165902,-999.5
gala-chen25-mw2014,267.07744114151564,-11.184212646234345,15.617745882262836,8.569918337565378,-0.4166495726287923,2.1530730889575214,1.2063043888016676,183.96241730844287,71.32186328876217,28.852769153939175,-2.872500143554221,-4.78311657716439,119.66601517455423,-999.0
gala-chen25-mw2014,246.33925798786902,-36.651545623950994,343.65498374794316,8.784585418970966,-0.991271864250984,-2.090400071759032,1.1504176928779184,-163.1209785412533,44.535199723091736,58.78644357750017,-6.060655245761487,-3.6256345031337167,-103.40773064009298,-999.0
gala-chen25-mw2014,272.0111070427289,-15.509950497363976,14.212523419459522,2.2621997936552765,-1.2843064684970722,1.7316039238795595,0.28191360435668456,156.25925327157708,121.16932946532441,167.96088506318168,-6.3375822263889106,-1.8096492622340186,114.27648942826917,-998.5
gala-chen25-mw2014,245.14352099080944,-35.104959830638236,344.1022989491206,10.555471124024882,-1.7429391059027546,-1.8159526231342111,1.2398112197765323,-126.40534153019355,87.09667933966162,-31.188783402214263,-3.6659441329956293,-4.7514775508829326,-96.13636538145136,-998.5
gala-chen25-mw2014,267.0881472337856,-11.276654941172026,15.542095019797488,8.514609472078762,-0.5528449202656529,2.104255667928098,1.1771654690359856,185.1576414195671,71.7646011135023,40.77496799051751,-3.19166857452466,-4.709795215630597,122.93429684328262,-998.0
gala-chen25-mw2014,258.7525290708234,-43.618995163775395,344.35997988968256,-2.9466361273043566,-2.063758773168333,-1.6962894638197397,-0.3185849881212103,-94.37509871478444,110.03673409297899,-145.7628215029957,1.173250988060259,-7.3982902670780515,-58.38251511857582,-998.0
