fiberid,radeg,decdeg,source_id,bdbs_id,n6569_oid,BDBS_match,photometry_ok,gaia_ok,phot_g_mean_mag,umag,gmag,rmag,imag,zmag,ymag,u0,g0,r0,i0,z0,y0,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,RVraw,RV_adopted,e_RV_adopted,SNR_CaT,rv_quality,rv_member_window_NGC6569,CaT1,CaT2,CaT3,SumEW23,FeHDP_avg_W2W3,FeHDP_stddev_W2W3,FeHDP_W2,FeHDP_W3,FeHDP_W3_minus_W2,FeHDP_flag,FeHDP_quality,Teff_avg_SP,Teff_std_SP,logg_avg_SP,logg_stddex_SP,MH_avg_SP,MH_stddex_SP,FeH_avg_SP,FeH_stddex_SP,aFe_avg_SP,aFe_stddex_SP,SP_FeH_N,SP_aFe_N,SP_quality,SED_status,SED_ok,SED_n_bands_used,SED_red_chi2,SED_auto_rejected_bands,SED_phot_mismatch_bool,SED_best_Teff,SED_best_logg,SED_best_FeH,SED_best_aFe,dTeff_SED_minus_SP,dlogg_SED_minus_SP,dFeH_SED_minus_SP,daFe_SED_minus_SP,SED_agreement,Teff_adopted,e_Teff_adopted,logg_adopted,e_logg_adopted,FeH_adopted,e_FeH_adopted,FeH_source,aFe_adopted,e_aFe_adopted,aFe_source,chem_window_adopted,high_alpha_window,table_use_flag
317,273.436,-31.671,4048898689652955904,152869139,756472,matched,TRUE,TRUE,16.572,20.363,17.815,16.701,16.139,15.789,15.588,18.522,16.345,15.622,15.341,15.175,15.099,-5.108,0.105,-6.747,0.078,-0.2,0.103,146.055,132.701,3.273,16.3,usable,FALSE,0.873,2.175,1.87,4.045,-1.216,0.099,-1.146139,-1.286233,-0.140094,ok,good,5019,160.9,2.876,0.65,-0.835,0.147,-0.86,0.281,0.046,0.413,2,2,usable,modeled,TRUE,6,0.783,,FALSE,4500,3,-1,0.4,-519,0.124,-0.14,0.354,check,5019,160.9,2.876,0.65,-0.86,0.281,SP_Ace_primary_CaT_DP_disagrees,0.046,0.413,SP_Ace,FALSE,FALSE,secondary
318,273.548,-31.346,4048982531838935040,153282311,804233,matched,TRUE,TRUE,16.137,19.968,17.188,16.175,15.771,15.527,15.369,18.882,16.321,15.539,15.3,15.165,15.08,-3.129,0.069,-8.019,0.054,-0.24,0.066,145.069,131.715,3.278,14.6,weak,FALSE,1.259,3.172,2.522,5.694,-0.632,0,-0.631795,-0.632157,-0.000362,ok,good,4883,213.4,3.061,0.47,-0.33,0.181,-0.367,0.187,0.061,0.593,2,2,weak,modeled,TRUE,5,0.205,u,FALSE,4750,2,-0.5,0.2,-133,-1.061,-0.133,0.139,check,4883,213.4,3.061,0.47,-0.528,0.117,SP_Ace+CaT_DP_consensus,0.061,0.593,SP_Ace,FALSE,FALSE,caution
319,273.52,-31.533,4048909895334107776,153178658,792270,matched,TRUE,TRUE,17.022,20.037,18.031,17.169,16.653,16.38,16.211,18.425,16.744,16.225,15.954,15.842,15.783,-4.856,0.177,-7.344,0.138,-0.311,0.194,79.075,65.721,4.005,15.6,usable,FALSE,0.422,2.214,1.583,3.796,-1.272,0.215,-1.120553,-1.423909,-0.303356,CHECK W2 vs W3,usable,5039,448.5,3.205,0.833,-1.011,0.299,-1.164,0.332,0.298,0.347,2,2,usable,modeled,TRUE,5,0.21,u,FALSE,5000,2,-1.5,0.4,-39,-1.205,-0.336,0.102,check,5039,448.5,3.205,0.833,-1.24,0.18,SP_Ace+CaT_DP_consensus,0.298,0.347,SP_Ace,FALSE,FALSE,secondary
321,273.59,-31.392,4048935248415293056,153439845,821446,matched,TRUE,TRUE,15.568,19.468,16.71,15.646,15.142,14.852,14.67,18.38,15.842,15.009,14.67,14.489,14.381,-3.871,0.096,-8.761,0.074,-0.385,0.105,-27.954,-41.307,3.697,18.9,usable,TRUE,1.524,2.958,2.447,5.405,-0.83,0.068,-0.877586,-0.782018,0.095568,ok,good,4359.5,80.4,2.214,0.38,-0.704,0.124,-0.925,0.096,0.317,0.224,2,2,usable,modeled,TRUE,6,0.255,,FALSE,4500,1.5,-1.5,0.4,140.5,-0.714,-0.575,0.083,check,4359.5,100,2.214,0.38,-0.888,0.094,SP_Ace+CaT_DP_consensus,0.317,0.224,SP_Ace,TRUE,TRUE,secondary
322,273.554,-31.618,4048904255969822848,153306125,806809,matched,TRUE,TRUE,15.21,20.234,16.793,15.382,14.649,14.23,13.953,18.451,15.37,14.338,13.876,13.635,13.479,-3.558,0.038,-7.451,0.028,0.169,0.038,115.086,101.733,3.362,18.6,usable,FALSE,1.594,3.125,2.677,5.801,-0.784,0.085,-0.844521,-0.723613,0.120908,ok,good,4028,165.3,2.245,0.292,-0.644,0.102,-0.915,0.057,0.385,0.174,2,2,usable,modeled,TRUE,5,0.32,u,FALSE,4000,2.5,-1.5,0.4,-28,0.255,-0.585,0.015,check,4028,165.3,2.245,0.292,-0.864,0.094,SP_Ace+CaT_DP_consensus,0.385,0.174,SP_Ace,TRUE,TRUE,secondary
323,273.532,-31.533,4048909925287568384,153225994,797780,matched,TRUE,TRUE,15.926,19.481,17.032,15.993,15.522,15.244,15.048,17.883,15.756,15.057,14.829,14.711,14.623,-4.366,0.052,-6.356,0.039,0.146,0.061,-101.313,-114.666,3.993,18.1,usable,FALSE,1.088,3.017,2.028,5.045,-0.954,0.044,-0.922619,-0.984883,-0.062264,ok,good,5111.5,133.9,3.713,0.382,-0.5,0.14,-0.654,0.125,0.227,0.317,2,2,usable,modeled,TRUE,5,0.167,u,FALSE,4750,3,-0.25,0.1,-361.5,-0.713,0.404,-0.127,check,5111.5,133.9,3.713,0.382,-0.777,0.096,SP_Ace+CaT_DP_consensus,0.227,0.317,SP_Ace,TRUE,TRUE,secondary
324,273.4,-31.685,4048898620933456768,152731962,739952,matched,TRUE,TRUE,16.089,19.73,17.249,16.182,15.681,15.382,15.164,17.962,15.838,15.146,14.914,14.792,14.694,-4.057,0.057,-6.996,0.043,0.052,0.05,53.638,40.284,3.486,18.7,usable,FALSE,1.221,2.382,1.787,4.168,-1.211,0.01,-1.204045,-1.218163,-0.014118,ok,good,4955,177.6,3.105,0.705,-0.585,0.178,-0.795,0.252,0.341,0.255,2,2,usable,modeled,TRUE,5,0.227,u,FALSE,4750,3,-0.75,0.3,-205,-0.105,0.045,-0.041,consistent,4955,177.6,3.105,0.705,-0.795,0.252,SP_Ace_primary_CaT_DP_disagrees,0.341,0.255,SP_Ace,TRUE,TRUE,secondary
325,273.526,-31.647,4048904084132306688,153203471,795196,matched,TRUE,TRUE,16.987,20.01,17.963,17.075,16.613,16.361,16.206,17.867,16.252,15.82,15.684,15.646,15.637,-3.493,0.081,-6.752,0.061,0.242,0.083,-22.585,-35.939,3.875,13.3,weak,TRUE,1.41,2.721,1.973,4.695,-0.778,0.038,-0.804817,-0.750517,0.0543,ok,good,6273,378.3,4.21,0.817,-0.25,0.152,-0.25,0.276,0,0.453,2,2,weak,modeled,TRUE,5,0.084,u,FALSE,5500,3.5,0,0,-773,-0.71,0.25,0,check,6273,378.3,4.21,0.817,-0.25,0.276,SP_Ace_primary_CaT_DP_disagrees,0,0.453,SP_Ace,FALSE,FALSE,caution
326,273.583,-31.491,4048910475045424000,153413177,818375,matched,TRUE,TRUE,13.624,19.927,18.003,15.656,13.509,12.059,11.419,18.684,17.011,14.928,12.97,11.644,11.089,-3.988,0.057,-6.983,0.043,-0.016,0.068,38.701,25.348,3.384,4.1,weak,FALSE,0.597,0.8,1.065,1.865,-2.646,0.17,-2.525576,-2.765582,-0.240006,CHECK W2 vs W3,usable,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-2.646,0.17,CaT_DP_only,,,none,FALSE,FALSE,caution
327,273.523,-31.626,4048904874406295040,153190249,793627,matched,TRUE,TRUE,17.39,21.012,18.541,17.464,16.915,16.588,16.378,18.971,16.912,16.269,16.03,15.907,15.836,-3.393,0.109,-7.033,0.083,-0.106,0.101,-15.386,-28.74,3.478,14.5,weak,TRUE,1.287,2.588,2.235,4.823,-0.685,0.007,-0.690338,-0.680564,0.009774,ok,good,6005.5,372.9,3.006,1.104,-0.39,0.187,-0.455,0.33,0.082,0.44,2,2,weak,modeled,TRUE,5,2.206,g,FALSE,5250,2,-0.5,0.2,-755.5,-1.006,-0.045,0.118,check,6005.5,372.9,3.006,1.104,-0.646,0.137,SP_Ace+CaT_DP_consensus,0.082,0.44,SP_Ace,FALSE,FALSE,caution
328,273.659,-31.399,4048934561220493568,153688075,847132,matched,TRUE,TRUE,14.78,19.016,15.965,14.888,14.374,14.067,13.878,17.943,15.108,14.26,13.909,13.709,13.593,-3.579,0.036,-6.992,0.027,0.037,0.036,123.886,110.532,3.339,22.4,good,FALSE,1.543,3.098,2.585,5.683,-0.898,0.072,-0.94932,-0.846874,0.102446,ok,good,4245,69.1,2.03,0.601,-0.673,0.107,-0.877,0.137,0.31,0.193,2,2,good,modeled,TRUE,6,0.703,,FALSE,4250,2.5,-1,0.4,5,0.47,-0.123,0.09,consistent,4245,100,2.03,0.601,-0.886,0.101,SP_Ace+CaT_DP_consensus,0.31,0.193,SP_Ace,TRUE,TRUE,primary
330,273.634,-31.507,4048907283993769728,153602722,838744,matched,TRUE,TRUE,14.354,19.099,15.72,14.439,13.915,13.559,13.332,17.903,14.765,13.738,13.396,13.16,13.014,-3.319,0.034,-7.044,0.023,0.066,0.037,-24.378,-37.732,3.775,20.9,good,TRUE,1.767,3.645,3.347,6.992,-0.487,0.13,-0.57848,-0.394946,0.183534,ok,usable,4050,154.8,2.002,0.311,-0.52,0.113,-0.673,0.135,0.261,0.27,2,2,good,modeled,TRUE,6,0.397,,FALSE,4250,2.5,-0.5,0.2,200,0.498,0.173,-0.061,consistent,4050,154.8,2.002,0.311,-0.59,0.1,SP_Ace+CaT_DP_consensus,0.261,0.27,SP_Ace,TRUE,TRUE,primary
331,273.384,-31.672,4048901644590457216,152672149,732361,matched,TRUE,TRUE,13.943,19.959,16.467,14.847,13.2,12.398,12.026,18.223,15.082,13.83,12.447,11.819,11.565,-3.423,0.027,-7.869,0.019,0.015,0.025,143.139,129.786,4.087,7.2,weak,FALSE,1.46,2.335,2.523,4.858,-1.475,0.051,-1.511462,-1.439062,0.0724,ok,good,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-1.475,0.15,CaT_DP_only,,,none,FALSE,FALSE,caution
332,273.597,-31.543,4048907112100978944,153466531,824458,matched,TRUE,TRUE,17.336,20.46,18.318,17.414,16.977,16.73,16.525,19.182,17.298,16.666,16.423,16.304,16.186,-4.97,0.125,-6.867,0.092,0.168,0.117,37.982,24.629,5.487,11.9,weak,FALSE,3.556,2.167,2.481,4.648,-0.324,0.588,-0.739772,0.09138,0.831152,CHECK W2 vs W3,none,5192.5,430,2.39,1.105,-0.925,0.443,-1.132,0.744,0.287,0.429,2,2,weak,modeled,TRUE,6,0.281,,FALSE,4750,2.5,-1.5,0.4,-442.5,0.11,-0.368,0.113,check,5192.5,430,2.39,1.105,-1.132,0.744,SP_Ace_only,0.287,0.429,SP_Ace,FALSE,FALSE,caution
333,273.616,-31.499,4048907485748159616,153538038,832032,matched,TRUE,TRUE,16.034,19.983,17.079,16.02,15.647,15.38,15.18,18.802,16.136,15.328,15.135,14.986,14.866,-4.546,0.071,-6.758,0.055,0.014,0.076,-28.525,-41.878,3.941,14.4,weak,TRUE,1.441,3.174,2.356,5.531,-0.686,0.046,-0.718994,-0.653472,0.065522,ok,good,4695.5,185.8,2.968,0.621,-0.454,0.15,-0.454,0.128,-0.002,0.852,2,2,weak,modeled,TRUE,5,0.647,u,FALSE,4750,2,-0.5,0.2,54.5,-0.968,-0.046,0.202,check,4695.5,185.8,2.968,0.621,-0.551,0.097,SP_Ace+CaT_DP_consensus,-0.002,0.852,SP_Ace,FALSE,FALSE,caution
334,273.69,-31.432,4048931537565141888,153803242,857984,matched,TRUE,TRUE,15.911,19.37,17.083,19.753,15.266,14.974,99.999,18.305,16.233,19.129,14.804,14.619,99.716,-3.439,0.059,-6.63,0.04,-0.013,0.057,29.372,16.019,3.277,22.3,good,FALSE,1.156,2.707,1.916,4.623,-1.152,0.027,-1.132839,-1.170487,-0.037648,ok,good,4791.5,111.3,3.144,0.332,-0.519,0.165,-0.69,0.134,0.257,0.212,2,2,good,modeled,FALSE,4,14.262,r,TRUE,4500,3,-1,0.4,-291.5,-0.144,-0.31,0.143,check,4791.5,111.3,3.144,0.332,-0.69,0.134,SP_Ace_primary_CaT_DP_disagrees,0.257,0.212,SP_Ace,TRUE,TRUE,secondary
335,273.584,-31.586,4048905875244398720,153418574,819001,matched,TRUE,TRUE,14.47,19.983,16.472,14.989,13.787,13.219,12.906,18.606,15.373,14.182,13.19,12.76,12.54,-3.937,0.032,-6.696,0.023,0.022,0.036,79.689,66.335,3.803,10.6,weak,FALSE,1.622,3.587,2.977,6.563,-0.697,0.093,-0.762144,-0.6311,0.131044,ok,good,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-0.697,0.15,CaT_DP_only,,,none,FALSE,FALSE,caution
336,273.517,-31.706,4048903298168638208,153168809,791072,matched,TRUE,TRUE,17.291,20.681,18.395,17.385,16.898,16.585,16.407,18.637,16.763,16.188,16.012,15.903,15.864,-3.74,0.097,-7.533,0.074,0.606,0.092,-36.672,-50.025,3.607,13.6,weak,TRUE,1.079,2.502,1.778,4.28,-0.923,0.046,-0.890719,-0.956241,-0.065522,ok,good,5039.5,218.4,3.175,0.559,-0.33,0.168,-0.375,0.007,0.066,0.185,2,2,weak,modeled,TRUE,5,0.061,u,FALSE,5000,3,-0.25,0.1,-39.5,-0.175,0.125,0.034,consistent,5039.5,218.4,3.175,0.559,-0.375,0.12,SP_Ace_primary_CaT_DP_disagrees,0.066,0.185,SP_Ace,FALSE,FALSE,caution
337,273.654,-31.541,4048906386236424704,153671655,845510,matched,TRUE,TRUE,15.749,19.479,16.797,15.79,15.372,15.098,14.929,18.141,15.729,15.007,14.792,14.652,14.574,-4.672,0.067,-6.197,0.052,0.117,0.075,-64.378,-77.732,3.926,15.5,usable,FALSE,1.563,3.104,2.607,5.711,-0.66,0.078,-0.715193,-0.605507,0.109686,ok,good,4566,98.9,2.92,0.359,-0.31,0.122,-0.44,0.08,0.194,0.249,2,2,usable,modeled,TRUE,5,0.182,u,FALSE,4750,2,-0.25,0.1,184,-0.92,0.19,-0.094,check,4566,100,2.92,0.359,-0.526,0.094,SP_Ace+CaT_DP_consensus,0.194,0.249,SP_Ace,TRUE,FALSE,secondary
338,273.541,-31.649,4048904049775487360,153258450,801519,matched,TRUE,TRUE,16.673,20.997,18,16.798,16.294,15.86,15.618,18.918,16.34,15.58,15.393,15.167,15.066,-3.633,0.071,-8.224,0.052,0.056,0.069,139.857,126.504,3.651,17.1,usable,FALSE,1.248,2.879,2.764,5.643,-0.535,0.003,-0.532875,-0.537219,-0.004344,ok,good,4495.5,119,2.545,0.414,-0.665,0.13,-0.79,0.107,0.187,0.292,2,2,usable,modeled,TRUE,6,0.552,,FALSE,4500,2.5,-0.75,0.3,4.5,-0.045,0.04,0.113,consistent,4495.5,119,2.545,0.414,-0.69,0.094,SP_Ace+CaT_DP_consensus,0.187,0.292,SP_Ace,TRUE,FALSE,secondary
340,273.567,-31.663,4048903843617063168,153352687,811625,matched,TRUE,TRUE,16.733,20.879,18.014,16.845,16.271,15.975,15.722,18.926,16.455,15.701,15.424,15.324,15.203,-3.216,0.071,-7.324,0.053,-0.049,0.071,42.438,29.084,4.47,14.2,weak,FALSE,1.429,3.17,2.58,5.75,-0.469,0.043,-0.499303,-0.438125,0.061178,ok,good,5165,235.3,3.772,0.448,0.009,0.218,-0.007,0.33,0.075,0.306,2,2,weak,modeled,TRUE,6,1.033,,FALSE,4500,3,-0.5,0.2,-665,-0.772,-0.493,0.125,check,5165,235.3,3.772,0.448,-0.007,0.33,SP_Ace_primary_CaT_DP_disagrees,0.075,0.306,SP_Ace,FALSE,FALSE,caution
341,273.727,-31.492,4048930197535234816,153933276,870013,matched,TRUE,TRUE,16.351,19.369,17.518,20.543,15.685,99.999,99.999,18.409,16.752,19.981,15.269,99.679,99.744,-3.883,0.076,-5.995,0.057,0.028,0.089,-127.764,-141.118,3.637,15.5,usable,FALSE,0.858,2.414,2.93,5.343,-0.851,0.103,-0.777797,-0.923321,-0.145524,ok,good,5658.5,402.5,3.089,1.148,-0.209,0.195,-0.427,0.377,0.308,0.718,2,2,usable,modeled,FALSE,4,424.795,,TRUE,5000,3,-1,0.4,-658.5,-0.089,-0.573,0.092,check,5658.5,402.5,3.089,1.148,-0.427,0.377,SP_Ace_primary_CaT_DP_disagrees,0.308,0.718,SP_Ace,FALSE,FALSE,secondary
345,273.558,-31.718,4048891508467880448,153321478,808474,matched,TRUE,TRUE,16.411,20.813,17.934,16.595,15.893,15.446,15.227,18.67,16.224,15.34,14.964,14.731,14.658,-3.94,0.062,-7.292,0.045,-0.045,0.066,-36.664,-50.018,3.239,17.9,usable,TRUE,1.003,2.752,2.047,4.798,-0.975,0.066,-0.928403,-1.021437,-0.093034,ok,good,4741.5,174.8,2.043,0.648,-0.998,0.193,-1.127,0.233,0.202,0.658,2,2,usable,modeled,TRUE,6,0.055,,FALSE,4250,2,-1.5,0.4,-491.5,-0.043,-0.373,0.198,check,4741.5,174.8,2.043,0.648,-1.019,0.126,SP_Ace+CaT_DP_consensus,0.202,0.658,SP_Ace,TRUE,TRUE,secondary
346,273.825,-31.484,4048919786536166784,154277246,896316,matched,TRUE,TRUE,16.123,19.443,17.085,16.199,15.773,15.533,15.379,18.373,16.231,15.572,15.309,15.176,15.095,-3.816,0.059,-6.48,0.044,0.087,0.067,137.988,124.634,4.176,16.4,usable,FALSE,1.859,2.787,2.413,5.2,-0.702,0.153,-0.810174,-0.593336,0.216838,CHECK W2 vs W3,usable,5003.5,210.3,2.915,1.236,-0.67,0.209,-0.69,0.242,0.031,0.402,2,2,usable,modeled,TRUE,5,0.136,u,FALSE,4750,2,-1,0.4,-253.5,-0.915,-0.31,0.369,check,5003.5,210.3,2.915,1.236,-0.698,0.13,SP_Ace+CaT_DP_consensus,0.031,0.402,SP_Ace,FALSE,FALSE,secondary
347,273.62,-31.618,4048905531646843648,153551273,833416,matched,TRUE,TRUE,16.766,20.074,17.871,16.838,16.324,16.02,15.818,18.538,16.645,15.938,15.658,15.508,15.41,-3.751,0.083,-7.267,0.062,0.098,0.093,2.407,-10.946,3.578,16.9,usable,FALSE,1.053,2.57,1.961,4.531,-0.966,0.053,-0.928686,-1.00362,-0.074934,ok,good,5506.5,310.3,2.968,0.806,-0.383,0.182,-0.464,0.406,0.127,0.581,2,2,usable,modeled,TRUE,5,0.628,u,FALSE,4750,2,-0.75,0.3,-756.5,-0.968,-0.286,0.173,check,5506.5,310.3,2.968,0.806,-0.464,0.406,SP_Ace_primary_CaT_DP_disagrees,0.127,0.581,SP_Ace,FALSE,FALSE,secondary
352,273.667,-31.633,4048893539992811648,153720259,850160,matched,TRUE,TRUE,15.987,20.183,17.318,16.069,15.442,15.047,14.809,18.381,15.879,15.013,14.661,14.446,14.33,-3.151,0.25,-7.162,0.183,-1.021,0.285,-47.702,-61.056,4.396,14.7,weak,TRUE,1.309,3.584,2.516,6.099,-0.55,0.013,-0.558664,-0.540926,0.017738,ok,good,4329,76.7,2.541,0.309,-0.469,0.116,-0.645,0.066,0.243,0.214,2,2,weak,modeled,TRUE,6,1.614,,FALSE,4250,3,-1,0.4,-79,0.459,-0.355,0.157,check,4329,100,2.541,0.309,-0.608,0.094,SP_Ace+CaT_DP_consensus,0.243,0.214,SP_Ace,TRUE,TRUE,caution
353,273.52,-31.729,4048903195089091968,153179720,792399,matched,TRUE,TRUE,17.086,20.994,18.371,17.223,16.633,16.309,16.107,19.031,16.804,16.073,15.782,15.654,15.586,-3.825,0.33,-7.896,0.224,0.24,0.125,112.341,98.988,3.912,19.6,usable,FALSE,1.279,3.988,2.376,6.363,-0.192,0.005,-0.195788,-0.18891,0.006878,ok,good,5006,336.6,3.638,1.047,-1.278,0.325,-1.275,0.212,-0.016,0.259,2,2,usable,modeled,TRUE,6,0.311,,FALSE,4500,3,-1,0.4,-506,-0.638,0.275,0.416,check,5006,336.6,3.638,1.047,-1.275,0.212,SP_Ace_primary_CaT_DP_disagrees,-0.016,0.259,SP_Ace,FALSE,FALSE,secondary
356,273.693,-31.531,4048929682139063296,153813739,858969,matched,TRUE,TRUE,16.179,19.567,17.149,16.196,15.812,15.568,15.404,18.383,16.203,15.502,15.298,15.173,15.089,-4.262,0.063,-6.267,0.052,0.33,0.086,116.076,102.722,3.962,15.7,usable,FALSE,1.129,2.733,2.317,5.05,-0.879,0.034,-0.855721,-0.903143,-0.047422,ok,good,5208.5,303.9,2.897,0.863,-0.607,0.247,-0.69,0.411,0.145,0.621,2,2,usable,modeled,TRUE,5,0.218,u,FALSE,4750,3,-0.25,0.1,-458.5,0.103,0.44,-0.045,check,5208.5,303.9,2.897,0.863,-0.857,0.141,SP_Ace+CaT_DP_consensus,0.145,0.621,SP_Ace,TRUE,FALSE,secondary
357,273.842,-31.529,4048918858861810176,154334660,900417,matched,TRUE,TRUE,15.557,19.375,16.587,15.594,15.198,14.927,14.776,18.197,15.647,14.904,14.687,14.534,14.463,-4.293,0.045,-6.742,0.034,0.064,0.046,71.634,58.28,3.712,12,weak,FALSE,1.484,3.093,2.93,6.023,-0.601,0.057,-0.641301,-0.560213,0.081088,ok,good,4623.5,122,2.823,0.394,-0.23,0.162,-0.269,0.174,0.068,0.319,2,2,weak,modeled,TRUE,6,0.334,,FALSE,4750,3,-0.75,0.3,126.5,0.177,-0.481,0.232,check,4623.5,122,2.823,0.394,-0.459,0.114,SP_Ace+CaT_DP_consensus,0.068,0.319,SP_Ace,FALSE,FALSE,caution
358,273.767,-31.53,4048918309067155328,154074288,881203,matched,TRUE,TRUE,15.893,20.015,17.04,15.98,15.483,15.205,15.032,18.683,15.977,15.2,14.906,14.761,14.678,-3.347,0.066,-6.325,0.044,0.115,0.075,-15.654,-29.008,3.753,13.5,weak,TRUE,1.34,3.371,3.08,6.452,-0.408,0.02,-0.4224,-0.39344,0.02896,ok,good,4361.5,191.1,2.316,0.627,-0.375,0.135,-0.5,0.105,0.2,0.286,2,2,weak,modeled,TRUE,6,0.12,,FALSE,4500,2,-0.75,0.3,138.5,-0.316,-0.25,0.1,consistent,4361.5,191.1,2.316,0.627,-0.464,0.094,SP_Ace+CaT_DP_consensus,0.2,0.286,SP_Ace,FALSE,FALSE,caution
359,273.61,-31.637,4048905389803799936,153513439,829507,matched,TRUE,TRUE,15.549,19.634,16.806,15.656,15.094,14.749,14.527,18.149,15.62,14.786,14.45,14.254,14.132,-3.665,0.047,-6.597,0.034,0.049,0.046,96.359,83.005,3.416,21.3,good,FALSE,1.363,2.805,2.273,5.078,-0.988,0.026,-1.006733,-0.969447,0.037286,ok,good,4516.5,142.1,2.361,0.376,-0.934,0.102,-1.07,0.085,0.214,0.219,2,2,good,modeled,TRUE,6,0.487,,FALSE,4500,1.5,-1.5,0.4,-16.5,-0.861,-0.43,0.186,check,4516.5,142.1,2.361,0.376,-1.038,0.094,SP_Ace+CaT_DP_consensus,0.214,0.219,SP_Ace,TRUE,TRUE,secondary
360,273.568,-31.755,4048891134913428352,153357899,812180,matched,TRUE,TRUE,16.83,20.318,18.111,16.982,16.32,15.949,15.766,18.088,16.33,15.676,15.353,15.205,15.174,-4.346,0.078,-6.452,0.062,0.118,0.073,124.106,110.752,3.224,18.3,usable,FALSE,0.721,2.124,1.782,3.906,-1.253,0.138,-1.155833,-1.350951,-0.195118,ok,usable,5766,299,3.886,1.153,-0.715,0.197,-0.835,0.34,0.185,0.22,2,2,usable,modeled,TRUE,5,1.987,g,FALSE,5000,3,-0.5,0.2,-766,-0.886,0.335,0.015,check,5766,299,3.886,1.153,-0.835,0.34,SP_Ace_primary_CaT_DP_disagrees,0.185,0.22,SP_Ace,TRUE,FALSE,secondary
361,273.809,-31.56,4048917248319947904,154223078,892552,matched,TRUE,TRUE,16.274,19.958,17.326,16.283,15.888,15.606,15.441,18.542,16.195,15.453,15.274,15.134,15.065,-4.879,0.064,-7.025,0.05,0.091,0.068,4.718,-8.635,3.546,14.3,weak,FALSE,1.546,3.197,2.67,5.867,-0.491,0.073,-0.54291,-0.439378,0.103532,ok,good,4988.5,154.3,2.941,0.498,-0.32,0.146,-0.334,0.147,0.03,0.454,2,2,weak,modeled,TRUE,5,0.297,u,FALSE,4750,3,0,0,-238.5,0.059,0.334,-0.03,consistent,4988.5,154.3,2.941,0.498,-0.411,0.105,SP_Ace+CaT_DP_consensus,0.03,0.454,SP_Ace,FALSE,FALSE,caution
362,273.801,-31.578,4048917213960180224,154193977,890467,matched,TRUE,TRUE,15.711,19.569,16.87,15.785,15.28,14.974,14.782,18.143,15.732,14.95,14.662,14.498,14.403,-5.089,0.052,-6.348,0.04,-0.004,0.052,-85.401,-98.755,3.436,18.2,usable,FALSE,1.359,2.982,2.34,5.322,-0.859,0.025,-0.876659,-0.840821,0.035838,ok,good,4449,89.2,2.616,0.402,-0.72,0.124,-0.837,0.115,0.178,0.259,2,2,usable,modeled,TRUE,6,0.128,,FALSE,4500,2,-1,0.4,51,-0.616,-0.163,0.222,consistent,4449,100,2.616,0.402,-0.846,0.094,SP_Ace+CaT_DP_consensus,0.178,0.259,SP_Ace,TRUE,FALSE,secondary
363,273.688,-31.664,4048892715461353088,153794544,857133,matched,TRUE,TRUE,17.302,20.223,18.231,17.368,16.949,16.695,16.546,18.213,16.627,16.191,16.078,16.025,16.012,-3.44,0.101,-7.95,0.078,0.482,0.105,-19.698,-33.051,3.49,10.8,weak,TRUE,0.917,2.815,2.637,5.452,-0.517,0.088,-0.455009,-0.579175,-0.124166,ok,good,5833.5,520.8,4.22,1.17,-0.091,0.205,-0.234,0.338,0.255,0.537,2,2,weak,modeled,TRUE,5,0.116,u,FALSE,5500,3,0,0,-333.5,-1.22,0.234,-0.255,check,5833.5,520.8,4.22,1.17,-0.471,0.137,SP_Ace+CaT_DP_consensus,0.255,0.537,SP_Ace,FALSE,FALSE,caution
364,273.844,-31.6,4048914014098192000,154339271,900727,matched,TRUE,TRUE,16.1,19.56,17.103,16.138,15.733,15.475,15.307,18.377,16.159,15.445,15.22,15.08,14.993,-4.248,0.059,-6.011,0.043,0.162,0.059,-112.655,-126.009,4.835,15.9,usable,FALSE,1.311,2.902,2.483,5.385,-0.743,0.013,-0.752182,-0.73372,0.018462,ok,good,4810.5,209.5,3.676,0.366,-0.3,0.09,-0.436,0.146,0.221,0.29,2,2,usable,modeled,TRUE,5,0.295,u,FALSE,4750,3,0,0,-60.5,-0.676,0.436,-0.221,check,4810.5,209.5,3.676,0.366,-0.585,0.105,SP_Ace+CaT_DP_consensus,0.221,0.29,SP_Ace,TRUE,TRUE,secondary
365,273.492,-31.727,4048897383986052224,153076241,780679,matched,TRUE,TRUE,16.083,20.235,17.349,16.249,15.622,15.326,15.087,18.308,15.811,15.12,14.786,14.683,14.575,-5.009,0.054,-7.13,0.04,0.031,0.05,-78.98,-92.334,3.218,17.4,usable,FALSE,1.33,3.009,2.37,5.379,-0.767,0.018,-0.779267,-0.753927,0.02534,ok,good,4951.5,130.1,1.933,0.455,-0.62,0.103,-0.823,0.143,0.3,0.279,2,2,usable,modeled,TRUE,6,0.441,,FALSE,4500,2,-1,0.4,-451.5,0.067,-0.177,0.1,check,4951.5,130.1,1.933,0.455,-0.796,0.103,SP_Ace+CaT_DP_consensus,0.3,0.279,SP_Ace,TRUE,TRUE,secondary
