cluster_id,t_Myr,RA_deg,Dec_deg,distance_kpc,l_deg,b_deg,X_kpc,Y_kpc,Z_kpc,R_gc_kpc,r_gc_kpc,v_x_kms,v_y_kms,v_z_kms,pm_ra_cosdec_masyr,pm_dec_masyr,RV_kms,in_bdbs_sky,in_bdbs_inner_bulge
NGC 4833,0,194.891342,-70.876503,6.48,-56.3959835,-8.01536221,-4.5729832,-5.34435464,-0.891856709,7.03379712,7.09011356,-93.5228165,-61.5829187,-41.4107539,-8.39,-0.968,201.99,False,False
NGC 4833,-0.1,195.196716,-70.835594,6.4794462,-56.2934992,-7.97790809,-4.56339594,-5.33802788,-0.887609589,7.02275759,7.07862804,-93.9643179,-62.1423934,-41.6453132,-8.41899776,-1.02244169,201.768935,False,False
NGC 4833,-0.2,195.502721,-70.7939663,6.47888988,-56.1903973,-7.94023872,-4.5537635,-5.33164384,-0.883338464,7.0116466,7.06706975,-94.4061625,-62.7032311,-41.8801953,-8.44776488,-1.07731235,201.542522,False,False
NGC 4833,-0.3,195.809332,-70.7516135,6.47833136,-56.0866763,-7.90235337,-4.54408586,-5.32520237,-0.879043301,7.00046402,7.05543859,-94.8483566,-63.2654403,-42.1154023,-8.47629717,-1.13260881,201.310715,False,False
NGC 4833,-0.4,196.116525,-70.7085289,6.47777097,-55.982335,-7.86425128,-4.53436297,-5.31870332,-0.874724066,6.98920973,7.04373444,-95.2909068,-63.8290302,-42.3509364,-8.50459048,-1.18832777,201.073464,False,False
NGC 4833,-0.5,196.424277,-70.6647061,6.47720903,-55.8773718,-7.82593172,-4.52459481,-5.31214657,-0.870380727,6.97788359,7.0319572,-95.7338196,-64.3940096,-42.5867996,-8.53264074,-1.24446585,200.830722,False,False
NGC 4833,-0.6,196.732561,-70.6201385,6.47664586,-55.7717855,-7.78739395,-4.51478133,-5.30553197,-0.866013248,6.96648548,7.02010676,-96.1771016,-64.9603877,-42.8229941,-8.56044393,-1.30101953,200.582438,False,False
NGC 4833,-0.7,197.041353,-70.5748198,6.4760818,-55.6655747,-7.74863723,-4.5049225,-5.29885937,-0.861621596,6.95501527,7.00818301,-96.6207597,-65.5281738,-43.0595221,-8.58799611,-1.35798517,200.328565,False,False
NGC 4833,-0.8,197.350629,-70.5287436,6.47551718,-55.5587379,-7.70966081,-4.49501827,-5.29212863,-0.857205737,6.94347281,6.99618585,-97.0648006,-66.0973774,-43.2963858,-8.61529339,-1.41535906,200.069052,False,False
NGC 4833,-0.9,197.660363,-70.4819035,6.47495234,-55.4512738,-7.67046397,-4.48506862,-5.2853396,-0.852765636,6.93185799,6.98411515,-97.5092313,-66.668008,-43.5335874,-8.64233195,-1.47313733,199.803849,False,False
NGC 4833,-1,197.970531,-70.4342933,6.47438762,-55.343181,-7.63104596,-4.47507348,-5.27849214,-0.848301259,6.92017066,6.97197081,-97.9540589,-67.2400753,-43.7711291,-8.66910806,-1.53131606,199.532906,False,False
NGC 4833,-1.1,198.281107,-70.3859067,6.47382337,-55.2344581,-7.59140606,-4.46503284,-5.2715861,-0.843812571,6.90841069,6.95975272,-98.3992904,-67.8135892,-44.009013,-8.69561805,-1.58989117,199.256173,False,False
NGC 4833,-1.2,198.592066,-70.3367376,6.47325992,-55.1251037,-7.55154353,-4.45494664,-5.26462134,-0.839299537,6.89657795,6.94746077,-98.8449332,-68.3885595,-44.2472413,-8.72185833,-1.64885851,198.973598,False,False
NGC 4833,-1.3,198.903383,-70.2867798,6.47269765,-55.0151164,-7.51145765,-4.44481484,-5.25759769,-0.834762121,6.88467229,6.93509483,-99.2909946,-68.9649965,-44.4858163,-8.74782538,-1.70821383,198.685131,False,False
NGC 4833,-1.4,199.215033,-70.2360273,6.47213689,-54.9044947,-7.47114768,-4.4346374,-5.25051502,-0.830200288,6.87269357,6.92265479,-99.737482,-69.5429103,-44.7247402,-8.77351577,-1.76795275,198.39072,False,False
NGC 4833,-1.5,199.52699,-70.184474,6.47157802,-54.7932373,-7.43061292,-4.42441428,-5.24337317,-0.825614002,6.86064165,6.91014055,-100.184403,-70.1223115,-44.9640151,-8.79892615,-1.82807083,198.090312,False,False
NGC 4833,-1.6,199.83923,-70.1321139,6.47102138,-54.6813427,-7.38985262,-4.41414543,-5.23617198,-0.821003227,6.8485164,6.89755197,-100.631765,-70.7032106,-45.2036432,-8.82405326,-1.8885635,197.783856,False,False
NGC 4833,-1.7,200.151726,-70.0789412,6.47046735,-54.5688096,-7.34886608,-4.4038308,-5.22891131,-0.816367927,6.83631766,6.88488894,-101.079576,-71.2856184,-45.4436268,-8.8488939,-1.94942611,197.471299,False,False
NGC 4833,-1.8,200.464453,-70.0249499,6.4699163,-54.4556365,-7.30765259,-4.39347035,-5.22159099,-0.811708065,6.8240453,6.87215135,-101.527844,-71.8695456,-45.683968,-8.87344499,-2.01065393,197.152588,False,False
NGC 4833,-1.9,200.777386,-69.9701344,6.4693686,-54.341822,-7.26621143,-4.38306403,-5.21421088,-0.807023604,6.81169916,6.85933907,-101.976577,-72.4550034,-45.9246689,-8.89770352,-2.07224211,196.82767,False,False
NGC 4833,-2,201.0905,-69.9144888,6.46882463,-54.2273646,-7.22454189,-4.3726118,-5.20677082,-0.802314509,6.7992791,6.84645199,-102.425782,-73.042003,-46.1657318,-8.92166657,-2.13418575,196.496492,False,False
NGC 4833,-2.1,201.40377,-69.8580075,6.46828476,-54.1122631,-7.18264328,-4.3621136,-5.19927064,-0.797580741,6.78678497,6.83348998,-102.875468,-73.6305558,-46.4071587,-8.94533131,-2.19647982,196.158998,False,False
NGC 4833,-2.2,201.717169,-69.8006849,6.46774939,-53.9965158,-7.1405149,-4.35156938,-5.19171019,-0.792822263,6.77421662,6.82045291,-103.325643,-74.2206733,-46.6489518,-8.96869502,-2.25911925,195.815136,False,False
NGC 4833,-2.3,202.030673,-69.7425155,6.46721889,-53.8801215,-7.09815604,-4.3409791,-5.18408931,-0.788039038,6.7615739,6.80734068,-103.776316,-74.8123671,-46.8911131,-8.99175506,-2.32209886,195.464851,False,False
NGC 4833,-2.4,202.344257,-69.6834937,6.46669367,-53.7630786,-7.05556603,-4.3303427,-5.17640784,-0.783231028,6.74885664,6.79415314,-104.227495,-75.4056493,-47.1336447,-9.01450889,-2.3854134,195.108087,False,False
NGC 4833,-2.5,202.657896,-69.6236142,6.46617412,-53.6453858,-7.01274417,-4.31966014,-5.1686656,-0.778398195,6.73606471,6.78089017,-104.679189,-76.0005319,-47.3765486,-9.03695405,-2.44905754,194.744789,False,False
NGC 4833,-2.6,202.971564,-69.5628716,6.46566063,-53.5270416,-6.96968979,-4.30893135,-5.16086245,-0.773540501,6.72319794,6.76755166,-105.131406,-76.597027,-47.6198269,-9.0590882,-2.51302588,194.374902,False,False
NGC 4833,-2.7,203.285236,-69.5012606,6.46515362,-53.4080446,-6.92640222,-4.29815629,-5.1529982,-0.768657907,6.71025618,6.75413747,-105.584154,-77.1951472,-47.8634815,-9.08090909,-2.57731295,193.998371,False,False
NGC 4833,-2.8,203.598889,-69.4387761,6.46465348,-53.2883933,-6.88288078,-4.28733489,-5.14507271,-0.763750375,6.69723926,6.74064747,-106.037444,-77.7949051,-48.1075143,-9.10241457,-2.6419132,193.615137,False,False
NGC 4833,-2.9,203.912496,-69.3754129,6.46416064,-53.1680864,-6.83912482,-4.27646711,-5.13708579,-0.758817866,6.68414702,6.72708153,-106.491284,-78.3963134,-48.3519272,-9.12360258,-2.70682102,193.225146,False,False
NGC 4833,-3,204.226034,-69.3111659,6.4636755,-53.0471224,-6.79513368,-4.26555289,-5.12903728,-0.753860341,6.6709793,6.71343952,-106.945682,-78.9993851,-48.5967221,-9.14447118,-2.77203074,192.82834,False,False
