cluster_id,t_Myr,RA_deg,Dec_deg,distance_kpc,l_deg,b_deg,X_kpc,Y_kpc,Z_kpc,R_gc_kpc,r_gc_kpc,v_x_kms,v_y_kms,v_z_kms,pm_ra_cosdec_masyr,pm_dec_masyr,RV_kms,in_bdbs_sky,in_bdbs_inner_bulge
Patchick 126,0,256.410833,-47.342222,8,-19.6194596,-3.82627422,-0.604616104,-2.6801907,-0.532298186,2.74754123,2.79862898,-209.159736,-12.6517402,7.74662435,-4.859,-6.832,-122.14,False,False
Patchick 126,-0.1,256.459246,-47.2911311,8.01970015,-19.5587679,-3.82175405,-0.583221295,-2.67881935,-0.533036287,2.74157257,2.79291028,-209.232755,-14.1660554,6.68758636,-4.84233996,-6.86209391,-121.966208,False,False
Patchick 126,-0.2,256.507383,-47.238976,8.03935695,-19.4973156,-3.81650296,-0.561819347,-2.67729318,-0.533666084,2.73560592,2.78717406,-209.299334,-15.6792995,5.62863191,-4.82573675,-6.89193862,-121.794199,False,False
Patchick 126,-0.3,256.555241,-47.1857659,8.05897025,-19.4351097,-3.81052635,-0.540410921,-2.6756123,-0.534187583,2.72964194,2.78142077,-209.359433,-17.1915499,4.5697263,-4.80919108,-6.92153922,-121.623952,False,False
Patchick 126,-0.4,256.60282,-47.1315095,8.0785399,-19.3721569,-3.80382953,-0.518996681,-2.67377681,-0.534600787,2.72368133,2.77565091,-209.413012,-18.7028825,3.5108365,-4.79270364,-6.95090069,-121.455442,False,False
Patchick 126,-0.5,256.650119,-47.0762157,8.09806575,-19.308464,-3.79641771,-0.497577297,-2.67178679,-0.534905697,2.71772475,2.76986497,-209.460029,-20.2133724,2.45193111,-4.77627511,-6.98002792,-121.288647,False,False
Patchick 126,-0.6,256.697135,-47.019893,8.11754765,-19.2440375,-3.78829601,-0.476153442,-2.66964234,-0.53510231,2.71177291,2.76406346,-209.500442,-21.7230929,1.39298041,-4.75990617,-7.00892569,-121.123542,False,False
Patchick 126,-0.7,256.743869,-46.9625498,8.13698546,-19.1788837,-3.77946946,-0.454725794,-2.66734352,-0.535190619,2.70582649,2.75824691,-209.534208,-23.2321163,0.333956331,-4.74359751,-7.03759868,-120.960104,False,False
Patchick 126,-0.8,256.790319,-46.9041942,8.15637902,-19.113009,-3.76994299,-0.433295034,-2.66489041,-0.535170615,2.6998862,2.75241586,-209.561283,-24.7405136,-0.725167518,-4.7273498,-7.06605147,-120.798308,False,False
Patchick 126,-0.9,256.836484,-46.8448344,8.17572818,-19.0464195,-3.75972145,-0.411861849,-2.66228306,-0.535042287,2.69395272,2.74657086,-209.581625,-26.2483547,-1.78441583,-4.71116369,-7.09428855,-120.63813,False,False
Patchick 126,-1,256.882364,-46.7844782,8.1950328,-18.9791212,-3.7488096,-0.390426929,-2.65952152,-0.534805621,2.68802677,2.74071249,-209.595188,-27.7557082,-2.84381158,-4.69503987,-7.12231431,-120.479547,False,False
Patchick 126,-1.1,256.927957,-46.7231334,8.21429273,-18.9111201,-3.73721214,-0.368990972,-2.65660585,-0.534460601,2.68210906,2.73484133,-209.601927,-29.2626415,-3.90337603,-4.67897898,-7.15013305,-120.322532,False,False
Patchick 126,-1.2,256.973263,-46.6608076,8.2335078,-18.8424218,-3.72493367,-0.347554675,-2.65353608,-0.534007209,2.67620029,2.72895799,-209.601796,-30.769221,-4.9631287,-4.6629817,-7.17774898,-120.167062,False,False
Patchick 126,-1.3,257.018281,-46.5975083,8.25267788,-18.7730319,-3.7119787,-0.326118746,-2.65031225,-0.533445424,2.67030119,2.72306307,-209.594749,-32.2755119,-6.02308732,-4.64704868,-7.20516622,-120.013111,False,False
Patchick 126,-1.4,257.063011,-46.5332428,8.27180282,-18.7029562,-3.6983517,-0.304683893,-2.64693438,-0.532775224,2.66441248,2.71715721,-209.58074,-33.7815784,-7.08326782,-4.6311806,-7.23238881,-119.860655,False,False
Patchick 126,-1.5,257.107452,-46.4680182,8.29088245,-18.6321998,-3.68405703,-0.28325083,-2.64340249,-0.531996587,2.65853489,2.71124107,-209.55972,-35.2874834,-8.1436843,-4.61537811,-7.2594207,-119.709669,False,False
Patchick 126,-1.6,257.151603,-46.4018416,8.30991663,-18.5607682,-3.66909901,-0.261820278,-2.63971659,-0.531109487,2.65266914,2.7053153,-209.531642,-36.7932891,-9.20434898,-4.59964189,-7.28626575,-119.560127,False,False
Patchick 126,-1.7,257.195466,-46.3347199,8.3289052,-18.4886666,-3.65348187,-0.240392961,-2.6358767,-0.530113898,2.64681597,2.69938058,-209.496457,-38.2990563,-10.2652722,-4.58397262,-7.31292774,-119.412004,False,False
Patchick 126,-1.8,257.239038,-46.2666598,8.34784801,-18.4158999,-3.6372098,-0.218969607,-2.63188281,-0.529009794,2.64097611,2.69343762,-209.454116,-39.8048452,-11.3264623,-4.56837097,-7.33941037,-119.265275,False,False
Patchick 126,-1.9,257.282321,-46.1976681,8.3667449,-18.3424731,-3.62028688,-0.197550952,-2.62773492,-0.527797147,2.63515032,2.68748712,-209.404568,-41.3107148,-12.3879256,-4.55283763,-7.36571728,-119.119914,False,False
Patchick 126,-2,257.325313,-46.1277511,8.38559572,-18.2683912,-3.60271718,-0.176137735,-2.62343301,-0.526475928,2.62933932,2.68152982,-209.347763,-42.816723,-13.4496664,-4.5373733,-7.39185199,-118.975895,False,False
Patchick 126,-2.1,257.368016,-46.0569155,8.40440031,-18.1936587,-3.58450467,-0.1547307,-2.61897708,-0.52504611,2.62354388,2.67556647,-209.283651,-44.3229271,-14.511687,-4.52197869,-7.41781797,-118.833194,False,False
Patchick 126,-2.2,257.410428,-45.9851672,8.42315851,-18.1182805,-3.56565329,-0.133330599,-2.61436709,-0.523507663,2.61776475,2.66959783,-209.212179,-45.8293834,-15.5739874,-4.50665451,-7.44361861,-118.691784,False,False
Patchick 126,-2.3,257.452551,-45.9125127,8.44187017,-18.042261,-3.54616691,-0.111938185,-2.60960301,-0.521860559,2.61200269,2.66362469,-209.133295,-47.3361471,-16.6365653,-4.4914015,-7.46925722,-118.551639,False,False
Patchick 126,-2.4,257.494383,-45.8389578,8.46053512,-17.9656046,-3.52604935,-0.0905542201,-2.60468482,-0.52010477,2.60625845,2.65764784,-209.046947,-48.8432727,-17.6994163,-4.4762204,-7.49473703,-118.412734,False,False
Patchick 126,-2.5,257.535926,-45.7645085,8.4791532,-17.8883158,-3.50530438,-0.0691794701,-2.59961248,-0.518240268,2.6005328,2.65166812,-208.95308,-50.350814,-18.7625334,-4.46111198,-7.52006121,-118.275043,False,False
Patchick 126,-2.6,257.57718,-45.6891707,8.49772425,-17.8103986,-3.48393572,-0.0478147068,-2.59438593,-0.516267026,2.5948265,2.64568634,-208.851642,-51.8588236,-19.8259072,-4.44607702,-7.54523283,-118.138539,False,False
Patchick 126,-2.7,257.618145,-45.61295,8.5162481,-17.7318574,-3.46194705,-0.0264607072,-2.58900513,-0.51418502,2.58914034,2.63970338,-208.742577,-53.3673536,-20.8895259,-4.43111632,-7.5702549,-118.003197,False,False
Patchick 126,-2.8,257.658822,-45.535852,8.5347246,-17.652696,-3.439342,-0.00511825417,-2.58347002,-0.511994224,2.58347509,2.63372011,-208.625829,-54.8764552,-21.9533747,-4.41623071,-7.59513037,-117.868991,False,False
Patchick 126,-2.9,257.69921,-45.4578822,8.55315356,-17.5729186,-3.41612417,0.0162118637,-2.57778054,-0.509694616,2.57783152,2.62773742,-208.501344,-56.3861788,-23.0174363,-4.40142103,-7.6198621,-117.735894,False,False
Patchick 126,-3,257.739312,-45.3790461,8.57153484,-17.4925289,-3.3922971,0.0375288523,-2.57193663,-0.507286175,2.57221042,2.62175623,-208.369065,-57.8965742,-24.0816905,-4.38668816,-7.64445287,-117.603879,False,False
Patchick 126,-3.1,257.779126,-45.2993489,8.58986825,-17.4115306,-3.3678643,0.0588319115,-2.56593821,-0.504768883,2.56661257,2.61577746,-208.228934,-59.4076901,-25.1461139,-4.37203301,-7.66890539,-117.472922,False,False
Patchick 126,-3.2,257.818655,-45.2187959,8.60815363,-17.3299276,-3.34282927,0.0801202354,-2.55978521,-0.502142723,2.56103877,2.60980208,-208.080894,-60.9195748,-26.2106803,-4.3574565,-7.69322231,-117.342994,False,False
Patchick 126,-3.3,257.857899,-45.137392,8.6263908,-17.2477234,-3.31719544,0.101393012,-2.55347755,-0.499407683,2.5554898,2.60383105,-207.924887,-62.4322759,-27.2753598,-4.34295962,-7.71740619,-117.214071,False,False
Patchick 126,-3.4,257.896859,-45.0551425,8.64457959,-17.1649214,-3.29096625,0.122649424,-2.54701513,-0.496563752,2.54996646,2.59786538,-207.760854,-63.94584,-28.3401195,-4.32854338,-7.74145952,-117.086125,False,False
Patchick 126,-3.5,257.935535,-44.9720521,8.66271983,-17.0815251,-3.26414507,0.143888647,-2.54039788,-0.493610924,2.54446956,2.59190607,-207.588736,-65.4603134,-29.4049227,-4.31420881,-7.76538471,-116.959131,False,False
Patchick 126,-3.6,257.973929,-44.8881258,8.68081133,-16.9975378,-3.2367353,0.165109852,-2.53362569,-0.490549197,2.53899988,2.58595416,-207.408473,-66.9757414,-30.4697289,-4.29995701,-7.7891841,-116.83306,False,False
Patchick 126,-3.7,258.012042,-44.8033683,8.69885393,-16.9129628,-3.20874026,0.186312201,-2.52669846,-0.487378573,2.53355824,2.5800107,-207.220004,-68.4921688,-31.5344938,-4.28578912,-7.81285995,-116.707888,False,False
Patchick 126,-3.8,258.049875,-44.7177843,8.71684743,-16.8278032,-3.18016331,0.207494854,-2.5196161,-0.484099058,2.52814545,2.57407678,-207.023269,-70.0096397,-32.5991689,-4.27170632,-7.83641444,-116.583588,False,False
Patchick 126,-3.9,258.08743,-44.6313784,8.73479167,-16.7420621,-3.15100775,0.22865696,-2.51237848,-0.480710665,2.52276231,2.5681535,-206.818205,-71.5281976,-33.6637015,-4.25770986,-7.85984967,-116.460132,False,False
Patchick 126,-4,258.124707,-44.544155,8.75268644,-16.6557426,-3.1212769,0.249797667,-2.50498551,-0.47721341,2.51740963,2.56224197,-206.604751,-73.0478853,-34.7280341,-4.24380104,-7.88316765,-116.337495,False,False
Patchick 126,-4.1,258.161708,-44.4561188,8.77053158,-16.5688474,-3.09097405,0.270916111,-2.49743705,-0.473607317,2.51208825,2.55634334,-206.382845,-74.5687451,-35.7921045,-4.2299812,-7.90637032,-116.21565,False,False
Patchick 126,-4.2,258.198435,-44.367274,8.78832689,-16.4813795,-3.0601025,0.292011425,-2.48973299,-0.469892417,2.50679897,2.55045877,-206.152422,-76.0908186,-36.8558456,-4.21625179,-7.92945953,-116.09457,False,False
Patchick 126,-4.3,258.234888,-44.277625,8.80607218,-16.3933416,-3.02866553,0.313082736,-2.48187321,-0.466068747,2.50154261,2.54458946,-205.913419,-77.6141466,-37.9191846,-4.20261429,-7.95243704,-115.974229,False,False
Patchick 126,-4.4,258.271071,-44.187176,8.82376726,-16.3047363,-2.99666645,0.334129163,-2.47385756,-0.462136352,2.49632,2.5387366,-205.665773,-79.1387698,-38.9820436,-4.18907028,-7.97530452,-115.854601,False,False
Patchick 126,-4.5,258.306984,-44.0959313,8.84141195,-16.2155664,-2.96410855,0.355149817,-2.46568593,-0.458095284,2.49113197,2.53290145,-205.409419,-80.6647277,-40.0443382,-4.17562141,-7.99806354,-115.735659,False,False
Patchick 126,-4.6,258.342629,-44.0038949,8.85900604,-16.1258342,-2.93099514,0.376143806,-2.45735816,-0.453945607,2.48597934,2.52708526,-205.144292,-82.1920596,-41.105978,-4.16226941,-8.02071558,-115.617378,False,False
Patchick 126,-4.7,258.378009,-43.9110709,8.87654934,-16.0355423,-2.89732955,0.397110228,-2.44887411,-0.449687393,2.48086295,2.52128929,-204.870326,-83.720804,-42.1668662,-4.14901613,-8.04326204,-115.49973,False,False
Patchick 126,-4.8,258.413125,-43.8174634,8.89404164,-15.9446931,-2.86311512,0.418048177,-2.44023365,-0.445320723,2.47578362,2.51551488,-204.587456,-85.250999,-43.2268985,-4.13586348,-8.06570418,-115.382689,False,False
Patchick 126,-4.9,258.44798,-43.7230763,8.91148276,-15.8532887,-2.82835522,0.438956738,-2.43143662,-0.44084569,2.4707422,2.50976333,-204.295615,-86.7826819,-44.2859636,-4.12281351,-8.08804319,-115.266231,False,False
Patchick 126,-5,258.482575,-43.6279135,8.92887249,-15.7613316,-2.79305324,0.459834991,-2.42248286,-0.4362624,2.46573953,2.504036,-203.994738,-88.3158894,-45.3439421,-4.10986836,-8.11028011,-115.150328,False,False
Patchick 126,-5.1,258.516913,-43.531979,8.94621062,-15.6688237,-2.75721261,0.480682008,-2.41337222,-0.431570971,2.46077643,2.49833427,-203.684757,-89.8506577,-46.4007063,-4.09703029,-8.1324159,-115.034956,False,False
Patchick 126,-5.2,258.550997,-43.4352766,8.96349695,-15.5757672,-2.72083679,0.501496854,-2.40410453,-0.426771533,2.45585376,2.49265955,-203.365605,-91.3870224,-47.4561198,-4.08430171,-8.15445139,-114.920089,False,False
Patchick 126,-5.3,258.584828,-43.33781,8.98073126,-15.4821641,-2.68392929,0.522278589,-2.39467964,-0.421864232,2.45097236,2.48701325,-203.037216,-92.9250183,-48.5100367,-4.07168514,-8.17638726,-114.805701,False,False
Patchick 126,-5.4,258.618411,-43.2395831,8.99791336,-15.3880163,-2.64649368,0.543026263,-2.38509736,-0.416849229,2.44613306,2.48139683,-202.699521,-94.4646797,-49.5623012,-4.05918327,-8.19822409,-114.691767,False,False
Patchick 126,-5.5,258.651746,-43.1405997,9.01504303,-15.2933257,-2.60853355,0.563738923,-2.37535754,-0.411726701,2.44133673,2.47581177,-202.352453,-96.0060402,-50.612747,-4.04679893,-8.21996231,-114.578263,False,False
Patchick 126,-5.6,258.684838,-43.0408634,9.03212004,-15.1980941,-2.57005259,0.584415605,-2.36546,-0.406496843,2.43658421,2.47025956,-201.995946,-97.5491327,-51.6611964,-4.03453511,-8.2416022,-114.465165,False,False
Patchick 126,-5.7,258.71769,-42.9403779,9.0491442,-15.1023232,-2.53105454,0.605055341,-2.35540455,-0.401159869,2.43187634,2.46474173,-201.629929,-99.0939895,-52.7074601,-4.022395,-8.26314388,-114.352447,False,False
Patchick 126,-5.8,258.750304,-42.839147,9.06611528,-15.0060146,-2.49154323,0.625657155,-2.34519101,-0.395716012,2.42721399,2.45925983,-201.254338,-100.640642,-53.751336,-4.01038197,-8.28458734,-114.240086,False,False
Patchick 126,-5.9,258.782683,-42.7371743,9.08303305,-14.90917,-2.45152255,0.646220064,-2.3348192,-0.390165528,2.422598,2.45381544,-200.869102,-102.189121,-54.7926085,-3.99849957,-8.30593236,-114.128059,False,False
Patchick 126,-6,258.814833,-42.6344636,9.0998973,-14.8117909,-2.4109965,0.666743078,-2.32428893,-0.384508695,2.41802924,2.44841016,-200.474157,-103.739457,-55.8310478,-3.9867516,-8.32717857,-114.016343,False,False
Patchick 126,-6.1,258.846755,-42.5310184,9.11670781,-14.7138787,-2.36996919,0.687225202,-2.31360002,-0.378745815,2.41350855,2.44304562,-200.069433,-105.291679,-56.8664089,-3.97514206,-8.3483254,-113.904915,False,False
