mass_Msun,ra_deg,dec_deg,distance_kpc,pm_ra_cosdec_masyr,pm_dec_masyr,radial_velocity_kms
2.3360948097435044,254.66789540960107,-27.530708765736,7.064619834800006,2.2734390063808334,-3.031074225145391,-19.405281730147504
2.3360948097435044,254.6982835004371,-27.53998960731918,7.065331108667198,2.2597507751102444,-2.9532771428731968,-26.51674305809213
2.3360948097435044,254.70919861548956,-27.56832048346307,7.069735296429207,2.48103638363907,-2.935206683173053,-27.002585451450404
2.3360948097435044,254.68987532261912,-27.546554488494493,7.066954769156968,1.9388620753317483,-3.1476664615577628,-15.44263530967042
2.3360948097435044,254.6258782887972,-27.62888129628736,7.063400732244165,2.1609136410819985,-2.7392224126544837,-16.65201869208292
2.3360948097435044,254.6998023916973,-27.55083499971193,7.069179371403533,2.092769534595528,-3.0812542387155175,-19.310725057477303
2.3360948097435044,254.70819329301003,-27.590051967476267,7.063729975245178,2.1613433453006503,-2.7924538489417117,-14.866772561639051
2.3360948097435044,254.71719932600368,-27.579539854884246,7.069504487248425,1.9896136894058094,-2.7847656172518387,-32.67638240511197
2.3360948097435044,280.4330054046949,-24.396536803469214,9.541610905064282,-3.070121452008525,-4.884158993820376,85.77345163113375
2.3360948097435044,254.68095876369506,-27.51971226788834,7.065415958914951,1.835205091207684,-2.6735874331103333,-20.51457537333688
2.3360948097435044,254.7028550282244,-27.569711051937624,7.062913513624837,2.044677314001728,-3.3927629623355977,-7.900103174571202
2.3360948097435044,254.7186130166481,-27.538847500135276,7.058808441096057,2.3309108775391234,-2.9807523205951565,-19.13093991102617
2.3360948097435044,254.65346122766687,-27.471655927916697,7.065174143854945,2.045015112323493,-2.9350090918131904,-18.336608526178612
2.3360948097435044,280.59351810742,-24.102510015557687,8.550296780436895,0.38429333498445367,-5.844567261648096,109.43615196966454
2.3360948097435044,254.72765279955894,-27.56822014372009,7.0695711536713315,1.8844915887926716,-2.806783259958888,-18.306209349424904
2.3360948097435044,254.70248614151996,-27.51533153989828,7.0648181908537575,2.3282448030850915,-2.809022857893597,-15.82369786748341
2.3360948097435044,254.73079835081532,-27.560559762906053,7.06953269367898,1.839913736616641,-2.933216096246179,-21.742008916698534
2.3360948097435044,254.7014698204785,-27.580735940878018,7.070884069615773,2.0315654243569403,-2.755499961017361,-27.752839077152796
2.3360948097435044,254.69116126328274,-27.57319492559422,7.0691096487677365,2.177508260813969,-3.0846043785906834,-13.671416405485592
2.3360948097435044,254.71768092258233,-27.546782644659338,7.065967574897916,2.6733909142119905,-3.2759737521268515,-27.280582320746984
2.3360948097435044,254.69381647687354,-27.492315665119396,7.064351775209423,2.275985075499397,-3.043622967777494,-14.89809446613837
2.3360948097435044,254.70476315543948,-27.518206896661074,7.068837844375911,2.241458195648239,-2.757725331531302,-22.853495917316305
2.3360948097435044,254.6843007281781,-27.565412849782792,7.066224406112509,2.4791022986957265,-3.025308815292014,-3.349686688205208
2.3360948097435044,254.69495484449536,-27.555948453713203,7.06598645111073,1.7049202327185726,-3.064068099311215,-20.50551204079248
2.3360948097435044,254.7508186572077,-27.559534280003692,7.058049912771436,2.054330454732817,-2.823112502071062,-23.764102090649487
2.3360948097435044,254.70349460403895,-27.490454670303645,7.071145481523728,2.1383342999761092,-2.779733140570745,-13.71890829735311
2.3360948097435044,254.66862130098835,-27.524209980331534,7.070329841860564,1.9217191962682694,-3.04808328696616,-18.12442857193747
2.3360948097435044,254.68947880186806,-27.581489376405766,7.070937819635687,2.3105571343127522,-2.7316516587848136,-22.389671015038587
2.3360948097435044,254.71122213027846,-27.55469119977261,7.067419604180952,2.6771436668886706,-3.302520197436316,-25.889626296363762
2.3360948097435044,254.76129487642262,-27.524762072597813,7.066003673528355,1.876442200752073,-2.90512641590474,-21.578533958798506
2.3360948097435044,254.61864497426524,-27.55317487516576,7.065497078197397,2.207974825090212,-2.6592311301078397,-16.29160298980547
2.3360948097435044,254.70554195740775,-27.502881000013566,7.061673870902286,2.2238739777735503,-2.756282617766323,-9.953720957644524
2.3360948097435044,254.71517034754453,-27.55620141593227,7.069212550631699,2.38728207785362,-2.930451400767867,-14.514641279732587
2.3360948097435044,254.6732717253556,-27.55739688102589,7.067830870805142,2.1578933072691866,-3.211362808486333,-15.564498068113583
2.3360948097435044,254.68970489951028,-27.55254328264,7.065260529797316,2.2431280747396514,-2.663248017631058,-18.312194295884154
2.3360948097435044,254.74450158486812,-27.594770292100918,7.066079785692574,2.209446380370639,-3.0213509765986197,-15.136978038735469
2.3360948097435044,254.65807331762613,-27.608417165830307,7.06756218317993,2.282983897148159,-2.9057857110611587,-10.315002223778114
2.3360948097435044,254.6994306869095,-27.554041811169487,7.066978654328894,1.8522789211138384,-2.740837879311349,-8.115200563045896
2.3360948097435044,254.8609790173322,-27.635456961692057,7.054941082870267,2.0711658662705847,-2.928350261004555,-16.341835436213763
2.3360948097435044,254.76885085015041,-27.5478660516085,7.060725210696627,2.1239092800508343,-2.732178439094306,-15.869625374976183
2.3360948097435044,254.63211755537955,-27.58090219719155,7.063298275806371,2.266460813170913,-3.0300533187430836,-19.521162296884878
2.3360948097435044,254.69783455535483,-27.574925869547123,7.065492914210407,1.8787513684794537,-3.156471751977207,-9.522579112810968
2.3360948097435044,254.66707857551958,-27.557067611692503,7.0710940194134695,2.051101856408932,-2.578556979369616,-21.360401133410893
2.3360948097435044,254.69034493511546,-27.526689125849728,7.066335010826392,2.2374318858298428,-2.9746704184426216,-7.745300483066345
2.3360948097435044,254.71499429365758,-27.542805575629277,7.066034050992356,2.2654810907393186,-3.171445829015165,-22.217673575981262
2.3360948097435044,254.70338352228947,-27.570802685214197,7.0647279756225325,2.095162200284488,-2.352005813606961,-12.75442436748501
2.3360948097435044,254.69223519954565,-27.545029669441934,7.065675405092186,2.033016256057671,-3.1437735687389368,-21.978106860448484
2.3360948097435044,254.71518975970457,-27.544304732899864,7.06751921667941,2.1902038939400237,-3.645084737169924,-18.42204436352236
2.3360948097435044,254.68509073464912,-27.530826389211413,7.063509535220452,2.1166779702482144,-2.69794819431735,-21.17723166909027
2.3360948097435044,254.62202207048318,-27.478496559453692,7.0645269668663335,2.1238857021195248,-2.8681017433099383,-17.941052342519107
2.3360948097435044,254.7002351520604,-27.540650376702985,7.0672147810057915,2.164490515240061,-2.719943935900211,-14.427284813130832
2.3360948097435044,254.71062121084972,-27.500344992301045,7.069441124971203,2.1101528410901778,-2.844686254693071,-17.99002763951663
2.3360948097435044,254.69177597715682,-27.538089188616112,7.071579226464478,2.03452703493165,-3.035734110002436,-14.211355078644276
2.3360948097435044,254.69684708307844,-27.54173825449923,7.065439016259254,1.8993348722671533,-3.036023145461953,-22.345678469284948
2.3360948097435044,254.6954095214833,-27.591565378715707,7.06667525351947,1.8298119069154037,-2.7634785081500315,-13.51237580773307
2.3360948097435044,254.65779816802913,-27.5189034442261,7.0710215128312965,2.1215949894662924,-2.7935528749207883,-9.932706771069697
2.3360948097435044,254.69616301560717,-27.51166629114009,7.0645539725540525,2.0299002134818216,-3.013391293583041,-24.01436953339522
2.3360948097435044,254.71068710777487,-27.565367580107743,7.063516892212175,2.0578197236405753,-2.9893228775395695,-22.793175764425445
2.3360948097435044,254.69525523417374,-27.548277304732142,7.065342916291528,1.9527977514592796,-3.282631338487023,-18.065514714318546
2.3360948097435044,254.70345655600676,-27.558817417254662,7.068066639945683,2.4014915520976143,-3.2120773751325404,2.3915222128174474
2.3360948097435044,254.70396170175505,-27.442799296402423,7.065363169850834,2.040904779978709,-2.9628371112470386,-20.890465922843546
2.3360948097435044,254.6714721822179,-27.55796798839593,7.068139403327575,2.15722315485404,-2.8751947702420044,-6.760255905005783
2.3360948097435044,254.70520497756695,-27.538308344594537,7.066319306077264,2.1237112482847387,-3.111883452990037,-11.917569702982423
2.3360948097435044,254.69843462379333,-27.54793724921296,7.070356518054069,2.2990459257353564,-2.8310795008412035,-23.704584670176473
2.3360948097435044,254.72691713785997,-27.488515818774438,7.065862100082622,2.015804415163022,-2.811971504877634,-19.089148113484192
2.3360948097435044,254.6913078800901,-27.537911838210803,7.066433884222114,2.360491024139498,-2.97023462394643,-1.3179673584195741
2.3360948097435044,254.7911329047636,-27.573405871453538,7.058203078436302,2.3198178482489156,-3.0909339187363805,-16.062985041679326
2.3360948097435044,254.709024117983,-27.55465860239153,7.0661353763739285,2.0307555512745887,-3.2059160146993535,-10.521776567525672
2.3360948097435044,254.68344685102596,-27.580375370138476,7.072408555569821,2.168155332022713,-3.294819105580585,-13.392649380502633
2.3360948097435044,254.6589650175255,-27.488706455079203,7.07021465028123,2.2042275242497453,-3.099480748863244,-18.889700684189627
2.3360948097435044,254.7411985636647,-27.53332747706732,7.067866462600478,2.1863074751374394,-2.7692517150901246,-15.310385016283146
2.3360948097435044,254.7145344951448,-27.512960966739993,7.068679001740919,2.2922610241830386,-2.7404594115789376,-10.70333871970187
2.3360948097435044,254.68415871585324,-27.544898955362537,7.066452911490527,2.1087717704498408,-2.908471834388127,-26.46043132959229
2.3360948097435044,254.68424266494168,-27.572964919577533,7.063619849003628,1.725753126804294,-2.940032144040949,-18.729870389148314
2.3360948097435044,254.6959714957285,-27.54766676320646,7.0674845248391875,2.0959131135609583,-3.1287182621221596,-19.918199656727303
2.3360948097435044,254.6410036345349,-27.624471419927367,7.060655802512531,2.1053657681057367,-2.799456797702673,-19.70900613364119
2.3360948097435044,254.72059354323468,-27.566308286840478,7.0661625834728525,2.33835391352584,-2.5592547380741637,-15.345119259962555
2.3360948097435044,254.6658312750414,-27.513529467994715,7.067043102914496,2.4442793375897303,-3.1401109780165206,-19.334144458891632
2.3360948097435044,254.73249844765746,-27.554215273482566,7.070839993671011,1.7281219142043986,-3.045016782313439,-15.07668517621622
2.3360948097435044,254.7396189284714,-27.482101301522682,7.066939311959423,2.1519731018160733,-2.691037475481595,-8.648798705304607
2.3360948097435044,254.7220655834424,-27.54847968217,7.065615807390175,2.165741677395569,-2.7225017235025444,-24.030679464965186
2.3360948097435044,254.7486974233986,-27.50137490579537,7.067369680728329,2.1710422207942406,-3.089089493985837,-9.507741020490155
2.3360948097435044,254.69421447979528,-27.550814945455173,7.068611022990103,1.9732532845886883,-3.0802479035497723,-22.53177268190377
2.3360948097435044,254.68022603345625,-27.55850882373134,7.065780139490611,2.0855134194663174,-3.070988197650486,-27.282988469664073
2.3360948097435044,254.70686503530078,-27.574258129652087,7.065183849990903,1.9321447716698275,-3.0380192232562093,-6.956130357915139
2.3360948097435044,254.7300561768792,-27.552901122929914,7.065294761556242,2.1987347233669734,-2.8930450253748954,-29.915821790847083
2.3360948097435044,254.6914286025831,-27.56455817464307,7.065858445760318,2.228034386750718,-3.24898341090064,-5.884035521048044
2.3360948097435044,254.70869875212483,-27.551825234420456,7.065130915907568,2.4428971391164076,-2.8604277964514044,-31.242147079689527
2.3360948097435044,254.69561963815966,-27.55101003033988,7.06692612856378,2.339450572300485,-3.172178439998322,-18.244593234138428
2.3360948097435044,254.74136404133168,-27.49881246146304,7.0705472122339685,1.9949664843751138,-3.0599618064127503,-8.725683381023158
2.3360948097435044,254.66935011769982,-27.373671012351362,7.062228635165002,2.228443386899668,-2.8606262290279574,-14.765559117186273
2.3360948097435044,254.73305254222157,-27.570969841084036,7.068891481513379,2.0621233366545675,-3.0869513036033616,-19.853224664197164
2.3360948097435044,254.71797421355964,-27.542042042112303,7.0654665635988625,2.0122050824485656,-3.501040766734176,-14.125742020207811
2.3360948097435044,254.6938891245524,-27.570240668898553,7.065693110954106,2.368689847140708,-3.1924562264520144,-12.796201390253344
2.3360948097435044,254.70603580452757,-27.557406814389594,7.065664841117033,2.257640378090807,-2.968597029108605,-14.390147197621133
2.3360948097435044,254.6797051454749,-27.50418258941349,7.063684799302587,2.262039541040506,-2.8184128710571557,-11.500307954823892
2.3360948097435044,254.71737414511043,-27.527920327869904,7.069161047500355,1.985117129397231,-3.073370131789795,-25.98108092334076
2.3360948097435044,254.6862873640898,-27.580970133886556,7.066353574821484,2.088634428577708,-2.79115987101946,-6.783911767952844
2.3360948097435044,254.7088777389346,-27.542951115061243,7.069686170726947,2.419578992822845,-2.9429732669110282,-19.90120610256713
2.3360948097435044,254.75143535278212,-27.575298739762903,7.064710661082649,1.9656968034884432,-2.8678542398956144,-13.365165105132387
2.3360948097435044,254.72288734466574,-27.557954908736818,7.065549928056005,1.9619176726128467,-3.158071441343519,-18.09697785272881
2.3360948097435044,254.67663819025552,-27.55165036232924,7.066316667594526,2.236359636271496,-2.6633674019207927,-19.22702065217086
2.3360948097435044,254.67200582721628,-27.583318417520616,7.069069565621177,2.0025083342149625,-3.1500712097809953,-18.728390135724723
2.3360948097435044,254.69869752210712,-27.557079500811888,7.0656081794278185,1.7702285768058634,-3.140872266360296,-16.81900174878888
2.3360948097435044,254.7023059470376,-27.552882574574294,7.066866745585366,2.3825941966672843,-2.94924975540379,-20.4125546929617
2.3360948097435044,254.7005541688564,-27.54123116958069,7.067964441487468,2.4995456854939917,-2.768928551217453,-17.303669664574954
2.3360948097435044,254.7488923484493,-27.571428812069268,7.068721988764435,2.1011536659826953,-3.0868051654737294,-10.808478938992568
2.3360948097435044,254.7819801397251,-27.522742204513186,7.059770573927817,2.177409661551169,-2.974661099832433,-14.918532033947097
2.3360948097435044,254.75445620973605,-27.543221199821936,7.062661224317524,2.1100252681572753,-2.6358546308824597,-10.48522406521521
2.3360948097435044,254.7324867577394,-27.546388721627302,7.0663031873230295,2.044915450839902,-3.2653765633145535,-20.39139702548871
