time_from_present_myr,ra_deg,dec_deg,distance_kpc,galactocentric_radius_kpc,pm_ra_cosdec_masyr,pm_dec_masyr,radial_velocity_kms
-205.79733107327843,285.7916807461338,-20.084280623675788,8.56309428417782,2.8868366474930025,-2.019080697585887,-3.9102931329790067,23.059467198265892
-205.5055593359798,285.77543077247054,-19.9620783899646,8.592823830402514,2.9033726374657665,-2.113897959211076,-3.928047476007476,21.107869872551777
-205.21378759868105,285.7506326945587,-19.843168854542196,8.622100656444832,2.9188977249196784,-2.2074049458835776,-3.9457839797939886,19.155061983697834
-204.92201586138242,285.71746979886404,-19.72750900922502,8.650919526086376,2.9334179528968205,-2.2996870190083527,-3.9635089643267576,17.202625206803713
-204.63024412408367,285.67610769409004,-19.615068272308473,8.67927257415973,2.9469365645719146,-2.3908290821357427,-3.981232937800893,15.251865291820026
-204.33847238678493,285.626708736526,-19.50580804954337,8.70715416937509,2.9594587361416256,-2.4809090090293244,-3.9989642716131666,13.304068266921592
-204.0467006494863,285.5694196524098,-19.399697862705043,8.734557893089974,2.9709879041064235,-2.5700053386257524,-4.016714286899382,11.360446461418466
-203.75492891218755,285.5043882641661,-19.29670112740883,8.761479387363972,2.9815297205834126,-2.6581896388097896,-4.034492782324082,9.42213244203106
-203.4631571748888,285.4317418455741,-19.19678946685151,8.787913334457006,2.991087406040747,-2.7455345427308133,-4.052311470251454,7.490206403224338
-203.17138543759017,285.3516178396428,-19.09992616619329,8.81385536693007,2.999667144764283,-2.8321050385282756,-4.070181768837813,5.5656839370380995
-202.87961370029154,285.26412792944393,-19.006086701089835,8.839301315393303,3.007272172291593,-2.9179690591920875,-4.088115094303259,3.6495645983952367
-202.58784196299268,285.16937930354806,-18.915240481272193,8.864246485248996,3.013906262598652,-3.0031894151416485,-4.10612486317163,1.7426457005831137
-202.29607022569405,285.0674822401033,-18.827361993601556,8.888688849752185,3.0195749744273908,-3.087825428932735,-4.124223221160354,-0.15409263829566808
-202.00429848839542,284.9585336779966,-18.74242411606719,8.912624607766405,3.0242825489002163,-3.1719357495128673,-4.142423205687723,-2.0398613499539513
