label,RA_deg,Dec_deg,l_deg,b_deg,X_kpc,Y_kpc,Z_kpc,v_x_kms,v_y_kms,v_z_kms,pm_ra_masyr,pm_dec_masyr,RV_kms,release_time_Myr
gala-chen25-mw2014,272.46473460658245,-13.824486666894954,15.90183095565277,2.6922482913586907,0.65996112184353,2.5015889230474366,0.4276613488222731,171.9279805675555,4.269865784907096,-140.3250528815361,0.001100809312057737,-7.263129246448466,80.1508602245475,-1000.0
gala-chen25-mw2014,252.8824658741295,-42.00823613901045,343.01169147595215,1.4475009082479326,-1.9141320628501015,-1.8964270132177024,0.16892154084504432,-116.40911201488042,86.17441662365066,-152.73158714451688,0.04753292221493082,-8.04951835336991,-80.73120283097981,-1000.0
gala-chen25-mw2014,271.2630394412276,-14.484009990899844,14.758846897722384,3.392215916129462,-1.1635103719690718,1.8328702720174455,0.429461080076222,163.93405030321483,108.65961041979052,155.88106284560757,-6.056359511220901,-2.346247924189869,119.39034048076712,-999.5
gala-chen25-mw2014,245.19964184472255,-35.3079881728163,343.9869686908712,10.38093966608852,-1.537268478923971,-1.8888478781288043,1.2582888315097576,-143.1339416263645,74.21959568361383,-11.257961156566179,-4.379869810725657,-4.522821848349083,-104.47789583100979,-999.5
gala-chen25-mw2014,269.6763812667861,-12.148499167434297,16.044747569260426,5.881327784397634,-0.5423583477846473,2.179227870277081,0.8136130774160814,177.5899636834344,66.14944426859267,117.131508459482,-5.121769281227744,-3.7697926508853157,119.08504113362387,-999.0
gala-chen25-mw2014,246.56352662436723,-37.20025089388689,343.3781162539995,8.276401485998305,-1.3091696643844912,-2.033043812145097,1.037196933633966,-163.32572827790668,43.18494535294527,-62.44150699144773,-3.7941802892035357,-6.294023138509805,-119.806420656159,-999.0
gala-chen25-mw2014,274.7263823281793,-14.606617140366785,16.26130088169812,0.3924479284707695,0.3085440849168728,2.4590304832498524,0.059377005615998395,177.62847534959806,17.281964671193233,-165.21859946717694,0.6500924932615813,-7.585765037606129,93.44567498172523,-998.5
gala-chen25-mw2014,260.04575339691166,-44.776018896948756,343.9457629524859,-4.3704836462080605,-1.9818124889803306,-1.767325796195257,-0.4833435091105601,-96.96975643715267,109.85313963070917,-133.4098066486821,0.9524968959510836,-7.088044122207585,-56.71897165591091,-998.5
gala-chen25-mw2014,268.8946829627239,-12.05614481963784,15.746880783270825,6.591992903806851,-0.6250994339801459,2.1132451626970137,0.9014821935805747,179.18190803320672,72.72472116852545,104.33866196965464,-4.762314107682349,-3.83871460419936,123.27421587620584,-998.0
gala-chen25-mw2014,267.444725762297,-43.75695826463589,347.65509566519046,-8.307994413692738,-2.2880868183877197,-1.2772806174099187,-0.8665405195679099,-49.56849399770164,139.9264754447336,-92.23371288673705,1.1416545136998384,-5.351625071025368,-23.305998709647497,-998.0
gala-chen25-mw2014,267.10921671182757,-11.152479388608281,15.66129713999999,8.55877571636474,-0.37705186646529937,2.170484572278639,1.2110559367754556,184.5378508696751,68.29987316105688,26.09518739669122,-2.8378280011096613,-4.863577231338651,118.842237528728,-997.5
gala-chen25-mw2014,245.23115258928934,-34.98429124065622,344.24116826609696,10.588221935838092,-1.587649582737304,-1.8430554893339266,1.2726299270992572,-137.87016334300517,82.16948028916033,-3.3780221883875874,-4.378516966493462,-4.190932582405857,-101.09589026033632,-997.5
gala-chen25-mw2014,268.38360525180184,-11.823672704114928,15.701099609234573,7.141535888021066,-0.5742687055281493,2.121011776792045,0.9834909871781807,183.17985545253907,65.88362562171531,90.44470390461318,-4.480430496188209,-4.177916718747227,124.5257749660165,-997.0
gala-chen25-mw2014,255.79683203322315,-41.70485338685242,344.60187492605513,-0.060875935124138754,-2.1148531010722227,-1.6544411953645373,-0.0011979698470667016,-96.17502999754879,107.40616777725091,-157.57144410798787,1.0998147156569291,-7.770098776315621,-67.88122016180725,-997.0
gala-chen25-mw2014,267.700985389987,-11.482348297955479,15.664854714499269,7.891315105888218,-0.41295649297028986,2.1610069456782144,1.1104120278416323,183.12465656828635,65.21738444417203,67.0337315231563,-3.835650805973748,-4.408925709592331,122.15620781181194,-996.5
gala-chen25-mw2014,265.5990863315206,-44.665027309744495,346.18811568173606,-7.626954450743469,-2.171434139943255,-1.4634273804477234,-0.815275125369597,-72.82432473456947,129.37776806745725,-100.37625917338424,1.0175560601179228,-5.911278970505022,-40.357579309504416,-996.5
gala-chen25-mw2014,269.2335632329418,-13.791462781521904,14.394560532531296,5.446647041602909,-1.197146263233409,1.7768429231061524,0.6845885242916557,163.97269475151333,113.83015330915568,129.42299429287058,-5.228145426835831,-2.604390792075574,124.34194650631804,-996.0
gala-chen25-mw2014,249.22640333852075,-37.96972609461806,344.2497937737248,6.203513702328415,-1.9378163046248058,-1.743645625650703,0.7031927769811405,-122.88731488365322,88.99661309937244,-112.12688701905583,-1.4027466886975255,-6.9579608885836315,-100.36405929471708,-996.0
gala-chen25-mw2014,267.545928649845,-11.962212781336996,15.16856428707497,7.783630875172757,-0.8338657767938168,1.975123508223541,1.033967858811185,179.67063052579934,88.31805519096939,77.5351031562091,-3.9811984554804454,-3.9497019612062116,128.03608058392135,-995.5
gala-chen25-mw2014,255.18962686583356,-42.21225421915919,343.9242215481522,-0.014829019437732006,-1.962718960719838,-1.7749702992077014,0.003373648196701082,-109.98593472550552,99.08954481149468,-158.51828497300303,0.7843558550741626,-7.906259027124979,-77.05791525598033,-995.5
gala-chen25-mw2014,268.57017785430145,-11.98199651353503,15.653679513091834,6.904512893784422,-0.6655176502628461,2.0887378980767988,0.9391277795605427,181.6308885057328,71.53607367266741,97.13349111650378,-4.623800582082641,-3.9991496436782565,125.24336412417416,-995.0
gala-chen25-mw2014,266.67134731623344,-46.87973542491281,344.6414878589379,-9.394592366404172,-1.8031842313755355,-1.7363358571445007,-1.0800340582028656,-116.69390063309463,105.62785812180584,-63.00704155777157,-0.3602840012437995,-5.99443465105588,-74.93238154932057,-995.0
gala-chen25-mw2014,267.5401163669356,-11.195335772792323,15.836896941414885,8.171018311558015,-0.034313922888600995,2.293324773765526,1.20674165367842,184.60822643257876,34.974209908910595,44.879990700355684,-3.558053653527544,-5.104655123629006,111.86213719132559,-994.5
gala-chen25-mw2014,253.5638538900391,-41.60191298451448,343.6480190952689,1.3118673645397851,-1.954584605419136,-1.8094478839973929,0.15219327229874968,-113.98902058895506,92.82737985597689,-154.45308332076942,0.32621204066926157,-7.965659044683569,-82.04722793659833,-994.5
gala-chen25-mw2014,277.36709422362895,-17.154741654316727,15.195604864168363,-3.0438282222882047,-1.1405494472931375,1.8965031059215278,-0.38180917069081666,153.07833605102638,119.17505462854476,159.3031204970881,-6.188392889721679,-1.9872873689574004,93.5563712499026,-994.0
gala-chen25-mw2014,256.11252281689207,-43.207966361271396,343.5504376030985,-1.160069030660197,-2.0032401170496055,-1.806703496825174,-0.12406249019334926,-103.4961309635615,99.30596020591355,-155.03841606847647,0.8499084245300014,-7.848885291068797,-66.48874855169716,-994.0
gala-chen25-mw2014,268.60340613773434,-11.696118395749597,15.920146135193033,7.017749158112223,-0.4134107711817393,2.19805032980256,0.9875199322794577,181.14506444254138,59.15725879145466,92.59996079464314,-4.527693368533821,-4.198607191452136,120.03045196595953,-993.5
gala-chen25-mw2014,246.73231275618588,-37.34331577517619,343.36665709188117,8.080494721260271,-1.056289700405768,-2.110065175787797,1.0492724944439458,-172.26004257595653,25.62571373546134,-57.79149757413466,-4.123306896075587,-6.386124022627728,-122.43269662284858,-993.5
gala-chen25-mw2014,272.09059470882795,-13.996914541409337,15.575185549262905,2.9271541961805863,-0.9272911483185337,2.0051592576220827,0.38424812598080604,167.89201214198076,94.6468153111767,160.33609736680594,-6.184313133607338,-2.6092087872126695,116.06211425022717,-993.0
gala-chen25-mw2014,246.28237235036667,-36.15638478574412,343.98585501628645,9.15937550959828,-1.6704780136904644,-1.8508798007870335,1.0860448697501686,-142.19941834226043,73.51771043883701,-58.999586742060636,-3.329812098776997,-5.751855751956124,-110.84214809348786,-993.0
