label,RA_deg,Dec_deg,l_deg,b_deg,X_kpc,Y_kpc,Z_kpc,v_x_kms,v_y_kms,v_z_kms,pm_ra_masyr,pm_dec_masyr,RV_kms,release_time_Myr
static-bar,264.4353261513022,-9.837553137113451,15.47015559640069,11.49232463041496,1.1328862275592486,2.560022988664281,1.9484409827923876,52.788296487647116,-28.095472273642397,-29.2491089069333,-2.4558801693478842,-5.4138173841592225,-41.135999543674636,-500.0
static-bar,255.15302799753252,-32.48649399462358,351.59890082371055,5.977174340457622,0.8618221482413567,-1.3264425681067102,0.9483720010107806,-192.3983569802038,30.947740006823672,81.94609226232862,-5.086345429175277,-3.1521555381949264,-163.31817164540513,-500.0
static-bar,264.48064195861264,-8.729950124937357,16.469116004556334,12.01412651865508,0.887082593539755,2.661807325840974,1.9959033794007361,32.4398262390114,-39.05330632789939,9.341625320150705,-3.361410995958766,-5.1245592037826695,-60.27145396244116,-499.5
static-bar,254.32822003710857,-31.391396980424496,352.03813950101926,7.2014044142274845,1.0331446917559157,-1.2800505355956109,1.1650396528112998,-184.8883245542805,14.652583992832996,45.068410082733486,-4.588603926881,-3.7763147124042797,-158.08143357625906,-499.5
static-bar,264.1254792900399,-9.088567819541383,15.971303983674995,12.135572599896426,0.980228547148845,2.6035874202501645,2.0321933682212197,39.14268330492818,-30.771788559373924,-9.937975816877776,-2.8907908861473257,-5.20118468290738,-53.347804921032974,-499.0
static-bar,254.9501138974259,-32.25468805897588,351.67818103858025,6.254467735409139,1.1666741562840741,-1.3583095502185898,1.0255770288676156,-176.95442417651253,-6.467546367375027,80.56322537040676,-5.346466863117716,-3.687684898394141,-142.77788802873084,-499.0
static-bar,264.06415426619526,-8.930399168109194,16.079427149343005,12.267926177605394,0.9725308140285643,2.6199354211473485,2.0544537817595296,45.20656237649499,-12.212091662827946,-2.9320219001019767,-2.7991823702541967,-4.8428288450485395,-41.67432290501706,-498.5
static-bar,253.50048057748091,-30.43137013340982,352.3567019089378,8.353075219549844,0.40960217635377866,-1.1444976376700529,1.262415163167385,-195.78527712902147,30.81969045051744,-40.21642064779022,-3.2018827257050018,-4.908792364889382,-183.301873870869,-498.5
static-bar,269.38859836497414,-14.694354603930254,13.681712517473,4.868933486647402,1.772891160573368,2.4082187995528197,0.8627887106725666,58.476776161500666,-59.92379716471546,-144.90301721718924,-0.46349861856221447,-7.049056080224744,-40.45127511571548,-498.0
static-bar,253.94486401077998,-30.302857256270595,352.69846675658385,8.131444042596305,1.0204383777502124,-1.1710012944774053,1.3138778946132148,-183.23297650367425,7.362996642274082,3.4813282444155096,-3.982780836589106,-4.4009161020422995,-163.28054175075954,-498.0
static-bar,269.3584689053083,-15.294333128679806,13.144421487833604,4.5967103387157495,1.8379193368950542,2.325386416147465,0.817465611641066,59.16498771301967,-66.83291540405187,-149.9382317953598,-0.4450208366817248,-7.203071204327197,-38.15107710276469,-497.5
static-bar,253.91958923203345,-31.122129639797116,352.0344934004503,7.64244238466095,0.6331453089612683,-1.2246666054049333,1.1842148869599392,-196.859007828378,39.30841506362632,19.951884898436276,-4.071909122588496,-3.82135598571582,-176.0389274180346,-497.5
static-bar,270.83375025790644,-15.916203216895049,13.304525197170236,3.053944276412796,1.8935311122225087,2.368064992981452,0.5441783857270487,66.19517696711927,-67.76069173011899,-163.31749836747989,-0.1557372596795784,-7.3642320265442525,-28.90156129930987,-497.0
static-bar,257.2217572115852,-34.2244566067217,351.2519233211791,3.5510280884527257,1.156021626199844,-1.4274861523052915,0.5794987548198188,-177.57426415041994,2.0173225150565766,136.56107504766632,-6.077584484314724,-3.031318858437011,-143.2996883415312,-497.0
static-bar,274.7490815224129,-19.57262852896768,11.894736703725282,-1.9742383120085267,2.0356845996818747,2.1397703452789365,-0.3630539570458965,49.11303074249287,-121.83632598906686,-164.64578444573206,-0.4105035716125095,-8.236332896209266,-33.905869531243766,-496.5
static-bar,254.5425200296346,-30.306641199646087,353.01565674384545,7.722100317517877,0.17286759173955663,-1.0158352741199255,1.1323526160069521,-200.2943892962013,47.21454442657743,-84.61414237899399,-2.0891962030449807,-5.433562685100029,-198.0433975751371,-496.5
