t_Myr,rJ_kpc,rJ_arcmin,EJcrit_kms2,L1_x,L1_y,L1_z,L2_x,L2_y,L2_z
157.0,0.056745077311678285,18.52566061596997,-255590.68060942538,-1.9281699083627215,2.236923482764513,-0.3160563186222691,-2.002267444354918,2.3228860929873214,-0.3282020296112766
158.0,0.05736149398831255,18.726903202822527,-255922.16535781266,-1.8392937472721536,2.3415082879634674,-0.20410023759040655,-1.9101610568950256,2.431725738587506,-0.2119641444583947
159.0,0.05781560264316669,18.875156817429392,-256136.23645820978,-1.7438172282072366,2.4376744061296804,-0.08850333498944389,-1.8110934461872485,2.5317195342877943,-0.09191778093044949
160.0,0.05802126967462123,18.942301278325857,-256129.89342694232,-1.6421409067108825,2.525174410007292,0.02896613095247679,-1.7054037949633007,2.6224558466156322,0.030082040737113853
161.0,0.057980015562208095,18.92883297901628,-255870.5962919981,-1.5346468809841516,2.6037537600757754,0.14580790257657303,-1.593527211809097,2.7036528864999867,0.15140216510496288
162.0,0.05771552120098168,18.84248306104886,-255445.7005318468,-1.4217432573838231,2.6732062146986686,0.25983293089210846,-1.475945973670887,2.775119859992652,0.2697388337772024
163.0,0.057349775177119526,18.723077342866567,-254950.30882733545,-1.303820822424553,2.73329015126432,0.36971481523669913,-1.353203593179267,2.8368146836421677,0.3837179218380371
164.0,0.05695464401311218,18.594078208668773,-254437.62688922026,-1.1813178943360596,2.783840624483913,0.47468730815402077,-1.2258145532415556,2.8886994497915106,0.4925673380248701
165.0,0.05654854060465273,18.461496947411774,-253933.9698984834,-1.0547056191462862,2.824768305798297,0.5742606027502832,-1.094265924250762,2.93072080476885,0.5958001908987469
166.0,0.05613268065774903,18.325730452676066,-253453.27740203677,-0.9244632621001003,2.856023899125969,0.6680817034484794,-0.9590362389602316,2.962833171299916,0.6930665505710472
167.0,0.0557048490048667,18.18605553499935,-253003.8788136923,-0.7910698161200601,2.8775822177192354,0.7558708332181843,-0.8206016122217928,2.985006581015583,0.7840885996794675
168.0,0.05526296981561269,18.04179449454968,-252591.41672055508,-0.6550021865838228,2.889436022102601,0.8373911909011142,-0.6794371916275782,2.997227087872807,0.8686302590941279
169.0,0.054805828126921106,17.892550680296054,-252220.16673705427,-0.5167353622486811,2.8915931235248573,0.912433446321821,-0.536017786975954,2.9994954093363617,0.9464816855806616
170.0,0.054333099035708654,17.73821802058364,-251893.67251902708,-0.37674326347909187,2.884074694761809,0.9808071516077171,-0.3908186181452709,2.991825458073805,1.0174506960483456
171.0,0.05384524340956742,17.57894697562863,-251615.0684639962,-0.2354999035332879,2.866914183003154,1.0423356417824425,-0.24431633975013603,2.97424316978574,1.0813576777342464
172.0,0.05334340521564079,17.415111018304046,-251387.24899941118,-0.09348074817125451,2.8401566382347356,1.0968528320683282,-0.09699033106160859,2.9467857071978285,1.138032390511862
173.0,0.052829336304054036,17.247282078060145,-251212.95643574352,0.0488357720144454,2.80385839595351,1.144201129326052,0.05067578660471171,2.90950104569127,1.187311879608373
174.0,0.052305347660307214,17.076214626211275,-251094.82176849083,0.19096662093249117,2.7580870955892,1.1842300556677499,0.19819243957421617,2.862447936523045,1.2290390991045088
175.0,0.05177428076288626,16.90283632500713,-251035.37546092586,0.33242240523069616,2.70292203445525,1.2167953726322351,0.34506222676218007,2.805696250607497,1.263062038501924
176.0,0.05123949250187814,16.72824310398772,-251037.03667151133,0.4727055268154389,2.6384548685454754,1.2417585959047954,0.4907779045102512,2.739327716883649,1.2892332478348398
177.0,0.0507048478263001,16.55369675954463,-251102.08483398217,0.6113082563870693,2.564790681296766,1.258986849013363,0.634820256486659,2.663437081249678,1.3074097168711158
178.0,0.050174714846789356,16.38062335608787,-251232.6148534474,0.7477107492358908,2.482049451238763,1.2683530414170527,0.7766558790918023,2.5781337241321505,1.3174531025362421
179.0,0.04965395737859158,16.21061079154285,-251430.47547855938,0.8813790329338772,2.390367959737521,1.2697363828107502,0.9157349235591189,2.4835437866067602,1.3192303265746799
180.0,0.04914791997132038,16.045403909990814,-251697.18918757525,1.0117630100836554,2.2899021907510346,1.2630232670772967,1.0514888533210822,2.379812866029917,1.3126145881802365
181.0,0.04866240052626835,15.886895561996427,-252033.85097487477,1.138294539728039,2.1808302851081045,1.2481085793370175,1.1833283007803692,2.2671093513142093,1.2974868567226363
182.0,0.04820360589218192,15.737112107885876,-252441.0026751489,1.260385690724738,2.0633561210793503,1.2248974997624604,1.3106411433093779,2.14562847348007,1.273737929063875
183.0,0.04777808665048132,15.598192126968206,-252918.47894280788,1.3774273022260786,1.9377135986518037,1.1933078990904327,1.4327909662455862,2.0155971460944997,1.241271154566999
184.0,0.04739264898719131,15.472357646216624,-253465.22081804654,1.4887880435308665,1.804171703055676,1.1532734431367735,1.549116142920822,1.8772796584099884,1.2000059482799137
185.0,0.04705424444421001,15.36187814718026,-254079.05310580775,1.5938142407790903,1.6630404075460623,1.1047475464914898,1.6589298397246874,1.7309842553530421,1.1498822280201904
186.0,0.04676984271331313,15.269029036829224,-254756.42265896287,1.6918308323116198,1.514677437107937,1.0477083381355885,1.761521347370808,1.577070584652337,1.0908659235879776
187.0,0.04654629848662568,15.196048178004684,-255492.0958260681,1.7821439250848405,1.3594958413609604,0.9821648247333842,1.856159243539066,1.4159579015903194,1.0229557177998458
188.0,0.0463902299602524,15.145096224295196,-256278.8133828223,1.8640455411249641,1.1979722019376793,0.9081644683394313,1.9420969952125422,1.2481337834306416,0.9461911987710204
189.0,0.04630793079761957,15.118227878561171,-257106.89562553944,1.9368212450254385,1.0306551132788115,0.8258024623350819,2.0185816865490325,1.0741629059244455,0.8606626612848824
190.0,0.04630532766905574,15.117378030810528,-257963.76597301255,1.9997614015990866,0.8581733199544255,0.7352331767642711,2.0848665615850708,0.8946951658266495,0.7665229781803259
191.0,0.04638792735930992,15.144344490301426,-258833.28286138678,2.0521768132694644,0.6812425799572721,0.6366847843641903,2.1402279016667576,0.7104721035733452,0.6640025027336656
192.0,0.04656038872433421,15.200648241554743,-259694.53782038673,2.09341954775713,0.5006699861609623,0.5304796030969561,2.183986168558992,0.522330235217151,0.5534294915262861
193.0,0.04682403731549812,15.286722039550538,-260519.10579463298,2.122910622033671,0.3173541083364476,0.4170669459584237,2.2155295240521777,0.3311997167007916,0.43526285218356514
194.0,0.047165399335416046,15.398167071045455,-261263.82856163871,2.140180821981594,0.13227834006152225,0.29708710597856425,2.2343319579473153,0.138097547416591,0.310156603761818
195.0,0.04751708701619598,15.512983138369869,-261852.09432766782,2.1449418512523444,-0.05351011082903703,0.17151621791484767,2.239946466416181,-0.05588020188009221,0.1791130822624023
196.0,0.04773888763446121,15.585394758426792,-262144.1565279483,2.137136667466484,-0.23894812898345683,0.04200023731873697,2.2320231993414543,-0.24955716470981096,0.04386500194412008
197.0,0.047818068852103525,15.611245183427426,-261993.5280855604,2.1167699354078677,-0.42298058059958976,-0.08864293086097004,2.2105520640379814,-0.44172046279193,-0.09257019882008909
198.0,0.04773479249380206,15.58405781098359,-261445.8160528319,2.0840660057067337,-0.6045849010292463,-0.21702578992581228,2.175755355053095,-0.6311838648088064,-0.22657392967531592
199.0,0.047561310696139586,15.52742091737446,-260671.44991855382,2.0393550222587846,-0.7827769174491536,-0.3408125312715929,2.1281604865762604,-0.8168636099829919,-0.3556535053807823
200.0,0.04741952125600972,15.481130680913125,-259789.2741704007,1.9830753662957166,-0.9566165322800813,-0.4586909640468146,2.0684951316075635,-0.9978222076011534,-0.47844879835077875
201.0,0.04734782180058257,15.457722839378299,-258862.48480566096,1.915856557828404,-1.1252703412438898,-0.5698746436469125,1.9975096951311577,-1.173228970140643,-0.5941625019069289
202.0,0.04734922274666069,15.458180208595403,-257927.83844572213,1.8384309622036712,-1.2880196806004225,-0.6738472072033942,1.9159887869106185,-1.342357323221151,-0.7022747765002589
203.0,0.04741843928129908,15.480777446813644,-257009.592020967,1.7515760278369992,-1.4442525825599297,-0.7702514313972821,1.824747015963619,-1.504585326837569,-0.8024282010296464
204.0,0.047548832537866924,15.523347152103122,-256124.98929397148,1.6560837049131611,-1.5934537250985426,-0.8588371072340878,1.7246112136353073,-1.659389651960858,-0.8943751462729858
205.0,0.047733852117510606,15.583750804757642,-255286.63266410932,1.552741563245488,-1.7351934188599856,-0.9394323769109558,1.616403493559025,-1.8063358195831816,-0.9779488177204496
206.0,0.047967245759122555,15.65994721860125,-254503.7172211197,1.4423205243672113,-1.8691162903229148,-1.011925353292262,1.5009286173916176,-1.9450670513125636,-1.0530445180254466
207.0,0.048243038999796095,15.749985900702844,-253782.8095417275,1.3255672212411322,-1.9949303672307257,-1.0762509804153089,1.378965676328438,-2.0752930964155434,-1.119606110747037
208.0,0.048555502122957235,15.851996260877257,-253128.41212758957,1.203199765501096,-2.1123970645823738,-1.13238105023454,1.2512633008263827,-2.1967797862597696,-1.1776156307008738
209.0,0.04889913956723967,15.96418415398293,-252543.40320530048,1.0759059851606372,-2.2213223297078253,-1.180316401467905,1.1185375287499948,-2.309339685342122,-1.2270850883350013
210.0,0.04926869780684504,16.084834452636333,-252029.38927081745,0.9443433917989833,-2.321549021436685,-1.2200807653972199,0.9814715741537071,-2.412823970953862,-1.2680499485763
211.0,0.04965918242321393,16.21231662062905,-251586.9895268429,0.8091403076069297,-2.4129504821963934,-1.2517159122099395,0.8407168935480855,-2.5071155331233106,-1.3005639484580733
212.0,0.050065877147195216,16.345090929656777,-251216.06478256563,0.6708977302885302,-2.4954251997536687,-1.275277845046692,0.6968950937964249,-2.592123210636575,-1.3246950068799646
213.0,0.05048436057733137,16.481713917365948,-250915.90061446803,0.5301916339548339,-2.568892430118103,-1.2908338450486843,0.5506003496692101,-2.667777044565942,-1.3405220319059257
214.0,0.050910518633874774,16.62084245323737,-250685.35296052488,0.38757549703366223,-2.633288650524494,-1.2984602107493688,0.40240209666781657,-2.734024421596983,-1.3481324677238298
215.0,0.05134055242913803,16.761236308032682,-250522.96300773008,0.24358291711818483,-2.6885647211771557,-1.2982405669678296,0.25284783837883623,-2.790826984641985,-1.3476204527687063
216.0,0.051770982262012925,16.90175945789167,-250427.04702190554,0.09873022204615406,-2.7346836499698974,-1.2902646449098707,0.10246596141746517,-2.838158200796873,-1.3390854855147591
217.0,0.052198649060536305,17.041380555289173,-250395.76562704044,-0.04648097922993412,-2.7716188717629944,-1.2746274578255552,-0.04823151083148368,-2.8760014924145763,-1.3226315163048021
218.0,0.05262071496475486,17.17917311932391,-250427.17596717644,-0.19156133943920423,-2.7993529708759066,-1.2514288162457392,-0.1987462682863756,-2.9043488535145556,-1.2983664030696147
219.0,0.05303466499833922,17.314316081453157,-250519.26915801232,-0.33603142819348836,-2.817876791239852,-1.2207731444771575,-0.34859119350845197,-2.9231998896616953,-1.2664016866640349
220.0,0.0534383120353635,17.44609540700559,-250669.99440471485,-0.47941950961318214,-2.8271888928045463,-1.1827695768572417,-0.4972879853986567,-2.93256123426975,-1.2268526588346977
221.0,0.05382980763062391,17.573907630973583,-250877.27002314228,-0.6212594480674468,-2.827295325325888,-1.1375323298982516,-0.6443649371884345,-2.93244630787327,-1.1798387140586777
222.0,0.054207661845035136,17.69726633044364,-251138.98016494763,-0.7610887466847893,-2.818209701779917,-1.0851813674090316,-0.7893548776759198,-2.922875399358517,-1.1254839980995124
223.0,0.05457077604241362,17.815812831817244,-251452.95395988083,-0.8984467248873237,-2.7999535636724358,-1.0258434042264948,-0.9317932872593896,-2.9038760596463633,-1.063918395336626
224.0,0.05491849374244074,17.929332812863112,-251816.92035589437,-1.0328728451666114,-2.7725570399330786,-0.9596533380747547,-1.0712166062996797,-2.8754838090552277,-0.9952789414952363
225.0,0.05525067554134761,18.037780762198878,-252228.42570905414,-1.1639052059749093,-2.7360598108842886,-0.886756273383005,-1.2071607627031193,-2.837743169420647,-0.9197118234488595
226.0,0.055567802771847384,18.141313821323152,-252684.68894723445,-1.291079228713267,-2.690512401571448,-0.8073104366891812,-1.3391599579525122,-2.79070903971558,-0.8373752643583203
227.0,0.0558711028076213,18.24033269298134,-253182.34340570774,-1.4139265887605836,-2.6359778525638915,-0.721491548094133,-1.4667457628194318,-2.7344484337925015,-0.7484438580398544
228.0,0.0561626358521563,18.335509975263136,-253716.9565922024,-1.5319744964919126,-2.5725338779323312,-0.6294997626446781,-1.5894465691679789,-2.669042569384265,-0.6531154665556294
229.0,0.056445070690946474,18.42771695104738,-254282.0803038809,-1.6447456118741166,-2.500275813442223,-0.5315715088039358,-1.706787350142442,-2.5945891567922947,-0.5516230111043637
230.0,0.05672005107787253,18.517490259421947,-254867.23069117765,-1.751759516751301,-2.419321321233535,-0.4280014015923221,-1.818289193161134,-2.5112041756401586,-0.44425636951377495
231.0,0.05698101526996942,18.602687677149543,-255453.28746836906,-1.852539027056551,-2.329820056927411,-0.3191864372251366,-1.9234660296318618,-2.419020419653511,-0.33140692862878707
232.0,0.05718846502345314,18.67041414629853,-256001.8454968205,-1.9466312866807334,-2.2319766755666857,-0.20572181928285146,-2.021810066167944,-2.3181754762646554,-0.213666783176833
233.0,0.057231322500480075,18.684405898744238,-256435.83011237826,-2.0336467687926487,-2.1260816037444306,-0.08861058660349229,-2.112766012154538,-2.208797034169823,-0.09205799087915405
234.0,0.05702150684426495,18.615907029360226,-256643.5934771027,-2.1132154442961593,-2.0124457174427386,0.03037128481077568,-2.1958010568095325,-2.091093194051674,0.03155821119146539
235.0,0.05656524608195926,18.466950812622116,-256585.88017724597,-2.1849483827552634,-1.8913702527987224,0.1486544962329584,-2.2704834720545106,-1.965412516107054,0.15447393604690335
236.0,0.05588771016161162,18.24575452370798,-256350.6886815125,-2.2484938196878717,-1.763210765529078,0.26396638218637075,-2.3364506516484744,-1.832184240864801,0.27429224855874873
237.0,0.05511378701736078,17.99309053605517,-256034.99618209357,-2.303461645268566,-1.6283186693032794,0.37490481411643534,-2.3934708255530417,-1.6919462226280528,0.3895544502727993
238.0,0.05431646523702845,17.732787556414713,-255693.00616556505,-2.3495273493479876,-1.4871293801511476,0.48062441843411025,-2.4413184927608342,-1.5452284298365206,0.499401414127497
239.0,0.05351574766805487,17.471375947957956,-255351.79647846374,-2.386436059476941,-1.3401466973422234,0.5805496912485213,-2.479759224892105,-1.3925540230780178,0.6032524720973755
240.0,0.052715400295962604,17.21008519829828,-255026.0806771539,-2.413975180568328,-1.187912173139782,0.674236348759633,-2.5085724651987276,-1.2344633004516892,0.7006578829598149
241.0,0.051916533767469464,16.94927790213347,-254724.97329624745,-2.4319635926428314,-1.0309942731164086,0.7613096045246187,-2.5275609890308184,-1.0715213469998413,0.7912357170116203
242.0,0.0511210915571773,16.689588548878202,-254454.85538371513,-2.4402489951406054,-0.8699853447372909,0.8414359831093142,-2.5365538815357813,-0.9043194802936361,0.8746434127296209
243.0,0.05033256798748177,16.432157935828954,-254220.625510338,-2.4387078986241604,-0.7055007286963415,0.9143099309186513,-2.535407900442135,-0.7334753466430037,0.9505642818525641
244.0,0.049556051788973036,16.17864738940107,-254026.26488067856,-2.4272465433014676,-0.5381784033198648,0.9796473837187678,-2.524008697838983,-0.5596328789579098,1.01870101500203
245.0,0.04879812139364761,15.931204581327972,-253875.09157255953,-2.4058022520720677,-0.3686787089707227,1.0371828643003498,-2.502272306104145,-0.3834623242675534,1.0787727692370594
246.0,0.04806670613242849,15.692418213582592,-253769.86391842001,-2.3743450728731497,-0.19768399484643548,1.0866685206968465,-2.470147011520599,-0.20566030383464154,1.1305142751068988
247.0,0.04737092102230119,15.465264081056441,-253712.80614057757,-2.3328796608823392,-0.025898103925446423,1.127874323467451,-2.427615665479891,-0.02694980107626346,1.173676217532171
248.0,0.04672085655559533,15.253036443713599,-253705.59221785172,-2.2814473753427507,0.14595437174406928,1.1605890171220392,-2.374698457462433,0.151920059689507,1.2080265267102623
249.0,0.046127301376432325,15.059257488305214,-253749.30727473684,-2.220128569938514,0.3171291316124526,1.1846216061168207,-2.311456152036154,0.33017460888573136,1.2333523996628308
250.0,0.04560138100150637,14.887559380936583,-253844.39801476002,-2.149045055650994,0.48686357282417225,1.199803252702473,-2.2379937602333824,0.5070147948737934,1.2494629584406072
251.0,0.045154107120222525,14.7415371263269,-253990.62004307448,-2.0683627153991058,0.6543786405311988,1.20598951872712,-2.1544645693655964,0.6816191306668643,1.2561924800614543
252.0,0.04479584896254474,14.62457598438348,-254186.98818392615,-1.9782942494290003,0.8188812176261558,1.2030629174365963,-2.061074395153313,0.8531466493462153,1.253404126106471
253.0,0.044535759220068465,14.539664049690973,-254431.73506083258,-1.8791020237041771,0.9795671763869497,1.1909357621894507,-1.958085851619516,1.0207410798340577,1.2409940688233663
254.0,0.04438120826433336,14.489207539814423,-254722.28272147622,-1.7711009712736234,1.1356252500110517,1.1695533064837336,-1.8458223682548014,1.183536411771019,1.2188958670276286
255.0,0.04433729604043495,14.474871442387572,-255055.23159004518,-1.6546614493528575,1.2862419159600402,1.1388971592099189,-1.7246716341905044,1.3406639455042169,1.1870849021820786
256.0,0.04440651472916726,14.497469383856469,-255426.3701376794,-1.530211878827506,1.4306074970102158,1.098988926959981,-1.5950881274469093,1.491260828053452,1.1455826567838914
257.0,0.044588623202432336,14.556922642726326,-255830.70679505498,-1.3982408960319082,1.5679236570140764,1.0498939853834954,-1.4575943986422635,1.6344799715472331,1.0944606159111105
258.0,0.044880767576292696,14.652299506718865,-256262.52178022283,-1.2592986511187378,1.697412378339615,0.9917252313996581,-1.3127808183781404,1.7695011498521473,1.0338436078895927
259.0,0.045277847303254015,14.781934791534196,-256715.4288805672,-1.1139968249684646,1.8183263536126648,0.9246466521707241,-1.161303555301515,1.8955429780588502,0.9639124820610708
260.0,0.0457730920061868,14.943618160789232,-257182.4223861555,-0.9630069383099491,1.9299605243784228,0.8488766196752977,-1.0038806184074296,2.0118753953269644,0.8849061746188276
261.0,0.04635878432156631,15.134830113863254,-257655.85494561444,-0.8070566109194656,2.0316642951949935,0.7646910668237552,-0.8412858709242123,2.117832185354968,0.7971234996859269
262.0,0.047027020803028896,15.352990399358855,-258127.23001848217,-0.6469235941016793,2.122853812492777,0.6724272800106975,-0.6743410101524046,2.2128229629807947,0.7009255735773613
263.0,0.047770255267670085,15.595635402279687,-258586.54903847934,-0.48342762104667675,2.203023763123034,0.5724903119654503,-0.5039056177100532,2.2963438617406853,0.5967410047017512
264.0,0.048580739492622496,15.860235547303644,-259020.58869757265,-0.31742032281647087,2.2717588421958217,0.46536690797864094,-0.33086554922526673,2.3679855478726575,0.48507882618670045
265.0,0.04944537030740923,16.14251302037622,-259408.49839733363,-0.1497733364776804,2.3287479151279324,0.3516589055684794,-0.15612037737244547,2.4274347615221075,0.36656138091651363
266.0,0.0503238301685404,16.429305285415907,-259710.63822527725,0.018637179693443032,2.373813031657812,0.23216600930767683,0.019427355961182387,2.4744575901435755,0.2420093479323091
267.0,0.051100406533444324,16.682835474467794,-259844.76166765284,0.18695782762278504,2.4069634125611756,0.10808794051463327,0.1948723070921544,2.508857314273997,0.11266362368857075
268.0,0.05166129161102881,16.865948566988923,-259678.5226265176,0.35438670801362177,2.4283246750771093,-0.018562371928725573,0.36930742387901677,2.53056423905184,-0.019343902023036142
269.0,0.05200918883353293,16.979527157039122,-259156.85188058807,0.5201645064548197,2.4380375356496686,-0.14478346894664557,0.5418687305743211,2.53976633957392,-0.15082465941585688
270.0,0.05213534933429225,17.020714987436655,-258400.71003508184,0.6835892502837676,2.4363843945134747,-0.26786843223163875,0.7117573034721886,2.536778315546618,-0.27890624805959036
271.0,0.052172780402170674,17.032935170981386,-257547.01246829022,0.8439790243425924,2.423608983232361,-0.3862331563283343,0.8782944030810813,2.522150603077006,-0.4019370265176351
272.0,0.05220412156945108,17.0431671744582,-256670.73613602738,1.00070612375494,2.4000710471240625,-0.4990064170901561,1.0408862844477944,2.496438240307471,-0.5190424272129023
273.0,0.05224813720556543,17.05753703304473,-255808.65604599472,1.1532161338867288,2.3662307102240643,-0.6056630939473864,1.198996328980336,2.4601649696984307,-0.6297066134465963
274.0,0.052304431912512106,17.07591566049186,-254980.25476133847,1.3010189596092776,2.322586198064738,-0.7058540372811449,1.3521422912448917,2.413851850712585,-0.7335904586205374
275.0,0.052369052396749015,17.097012418422715,-254196.83218051595,1.4436793646328996,2.2696467660381874,-0.7993305508637571,1.4998929116343518,2.3580215799234185,-0.8304546401812645
276.0,0.052438167566795583,17.11957656397256,-253465.35757075754,1.5808093258072609,2.2079212187112565,-0.8859079725920721,1.6418626238299605,2.2931945467312462,-0.9201231069465768
277.0,0.05250871058983194,17.14260686308411,-252790.2626737108,1.712061434130097,2.137912078808577,-0.9654459511612129,1.7777057768908606,2.2198845071899194,-1.002463352331294
278.0,0.05257834103004387,17.165339229749534,-252174.37964921445,1.8371230331365989,2.060112375311445,-1.0378365222113948,1.9071110575992458,2.13859552136015,-1.0773744990341798
279.0,0.052645292020042964,17.187196831807487,-251619.4863217695,1.955711010597399,1.9750039888054354,-1.1029962289741297,2.0297963758112334,2.049820201945604,-1.1447794362119257
280.0,0.05270822865512922,17.207743860680406,-251126.6507057385,2.067567206790665,1.8830570496268513,-1.160860567410578,2.1455042963301922,1.9540390159700938,-1.2046192871697396
281.0,0.05276613828176057,17.226649713667044,-250696.46210824937,2.1724544005741246,1.7847300815548897,-1.2113798970092684,2.2539980220442524,1.8517203733456866,-1.2568493456440202
282.0,0.05281824965129337,17.24366259992845,-250329.19239811084,2.2701528259133825,1.6804706800422708,-1.2545163503701617,2.3550578974508305,1.7433212871366044,-1.3014360111336265
283.0,0.05286397425414728,17.25859038775432,-250024.9112374758,2.360457166787368,1.5707165746355256,-1.2902414669079505,2.4484783868927353,1.6292884442226836,-1.3383544467771622
284.0,0.05290286401235555,17.271286792378923,-249783.5693284024,2.4431739784573274,1.4558969685619334,-1.3185343777778866,2.5340654779583183,1.5100595700624195,-1.3675867857506951
285.0,0.05293458101972834,17.28164149700141,-249605.05849940339,2.5181194867497236,1.3364340807617316,-1.3393804274613543,2.6116344625629404,1.3860650062980358,-1.3891207709747653
286.0,0.0529588763140185,17.289573222499154,-249489.2544014912,2.5851177229422904,1.2127448399425897,-1.3527701537016914,2.681008053513703,1.2577294464728148,-1.4029487494671318
287.0,0.0529755756403845,17.295025079601626,-249436.0456349189,2.6439989590926074,1.0852426984547061,-1.35869857190545,2.742014801361131,1.1254737949114566,-1.4090669672697418
288.0,0.05298457088477915,17.297961772134403,-249445.35175771755,2.6945984166370804,0.9543395473330336,-1.357164727942598,2.794487784270455,0.9897171283863133,-1.4074751287843295
289.0,0.05298581640319226,17.298368398620884,-249517.13151623093,2.736755229556306,0.8204477237732063,-1.348171497347865,2.838263552154884,0.8508787507501939,-1.3981761984599852
290.0,0.05297932991914566,17.296250745288976,-249651.38149153182,2.7703116523232785,0.6839821093466771,-1.3317256209641217,2.873181315345125,0.709380338113631,-1.381176434828782
291.0,0.05296519806582548,17.29163709542035,-249848.12375603698,2.7951125123642107,0.5453623218978753,-1.3078379782641045,2.8990823777607564,0.5656481769213318,-1.3564856580834745
292.0,0.05294358706281897,17.284581715002584,-250107.37871783896,2.811004917132605,0.405015006528503,-1.2765241109292595,2.9158098251794797,0.42011549968599027,-1.3241177637365371
293.0,0.05291475949420143,17.2751703302994,-250429.1183666224,2.817838237484858,0.26337623133419674,-1.2378050217910341,2.9232084911592007,0.2732249231215037,-1.284091507441791
294.0,0.052879098757266034,17.26352810966849,-250813.208554983,2.8154644022815374,0.12089399131590889,-1.1917082892995519,2.9211252369311884,0.12543099061741497,-1.2364316011639322
295.0,0.05283714355622829,17.249830924779115,-251259.38095118283,2.8037385545043008,-0.02196918147285695,-1.1382695573538553,2.909409597682394,-0.022797185325169087,-1.1811701806484955
296.0,0.05278963590558833,17.234321022350333,-251767.22291169132,2.7825201371860993,-0.16473351295918234,-1.077534488202226,2.8879148666099055,-0.17097319611307463,-1.1183487322075687
297.0,0.0527375875124196,17.217328696088188,-252336.04520293014,2.7516744986512918,-0.3068992137646614,-1.0095613089649762,2.8564997103408447,-0.31859055845895795,-1.0480206100115594
298.0,0.05268237084216133,17.199302017087827,-252964.62258807066,2.7110751317007553,-0.4479436869933158,-0.9344241537204383,2.815030434620506,-0.4651199434267433,-0.9702543469967868
299.0,0.052625841050757516,17.18084664122347,-253650.90562711773,2.660606692198163,-0.5873188006979432,-0.8522175318470443,2.763384045817707,-0.6100065103258806,-0.8851380919915629
300.0,0.05257048662948034,17.1627749904168,-254391.639635403,2.6001689850040948,-0.7244483610870897,-0.7630625040399893,2.7014522749045784,-0.7526674936885033,-0.792785757126461
301.0,0.052519563660706425,17.146150083345447,-255181.7294734286,2.529682182298686,-0.8587260120533834,-0.6671156733622116,2.6291467217422073,-0.8924902484838461,-0.6933459854823815
302.0,0.05247698540341149,17.132249488234212,-256013.07628894405,2.4490937410725278,-0.9895139801289421,-0.5645832854517747,2.5464051491323576,-1.0288309719967441,-0.587016234241353
303.0,0.052445983769855174,17.122128332902086,-256872.23153105378,2.3583881693780837,-1.1161436568774838,-0.45574560710124074,2.4531983637242973,-1.1610140469179637,-0.4740671582957145
304.0,0.05242254153160082,17.114475106039897,-257735.12770178402,2.2576032775677146,-1.2379211153520615,-0.34100415097970443,2.3495347970156337,-1.2883303126728534,-0.35489012910930146
305.0,0.05237024746673192,17.097402574925532,-258554.44163553772,2.146863531579132,-1.3541477485870101,-0.2209835886864665,2.235453344888143,-1.4100263335438752,-0.23010242394456482
306.0,0.05217251508857065,17.032848553605156,-259233.81206907117,2.02642977635611,-1.4641671854155183,-0.09676274502823992,2.1110075520363796,-1.5252776197426159,-0.1008013640017145
307.0,0.05173728983245741,16.890759833874164,-259624.5376608464,1.8966236183268448,-1.567338438190399,0.02968019655903101,1.9763869467727124,-1.6332535356421012,0.030928410091542204
308.0,0.051088689262963505,16.67901011751073,-259664.01530340602,1.7577864371969272,-1.662996271584016,0.1553504555663165,1.832010325686768,-1.7332175721977061,0.1619102484096313
309.0,0.05024683137621779,16.404167360471806,-259459.57557405825,1.610391315322851,-1.750536133216993,0.2775781683270813,1.6784288736759125,-1.8244946817881622,0.28930559174609266
310.0,0.04935428196796054,16.112775257337674,-259128.46221248002,1.4549437365326563,-1.829322174881642,0.39472965467237614,1.5163869990218681,-1.906575693176757,0.4113993561703257
311.0,0.048493135581427135,15.831635351404312,-258732.68358880538,1.2921001227711852,-1.8988119285780352,0.5057993559911296,1.3466626915300206,-1.9789946130211993,0.5271581591156518
312.0,0.04768872599657371,15.569018404327545,-258302.31222446603,1.1226379003286575,-1.9585724915109237,0.6100815750520215,1.170068321751336,-2.0413203825557855,0.6358569619318494
313.0,0.046950849731628316,15.328122701853198,-257854.07718514622,0.9474084194909349,-2.008260889478188,0.7070256157528103,0.9874726350795546,-2.093186667610369,0.736924470474217
314.0,0.04628702859902488,15.111403902709203,-257399.2116583057,0.7673137562923095,-2.047618499652733,0.7961771598513114,0.7997985161475748,-2.13430584846012,0.8298838719073953
315.0,0.045705204082458414,14.921454676404373,-256946.5500469375,0.5832911225985618,-2.0764703235022433,0.877154483117142,0.608011958054576,-2.1644745450784457,0.9143297302733852
316.0,0.04521371755765239,14.76099824586912,-256503.75456043496,0.39629901238486487,-2.0947239130941018,0.9496384773534161,0.4131087147874506,-2.183575221056726,0.9899190223345704
317.0,0.04482064489101277,14.632671152761409,-256077.77774411303,0.2073041776942657,-2.102366608802987,1.0133679695103588,0.21610061033639008,-2.1915752608865025,1.0563676966969027
318.0,0.04453301834972559,14.53876923315058,-255674.99983314864,0.01726970672296159,-2.099461038035738,1.0681367863949485,0.018002319650497464,-2.1885240616294066,1.1134491261261796
319.0,0.044356108391716005,14.481013142280007,-255301.22912199382,-0.1728553887917026,-2.086139258646561,1.1137911010742143,-0.1801808893326327,-2.174548502781184,1.1609928537672372
